Mercadoria,Vencimento,AjusteAnterior,AjusteAtual,Variacao,AjustePorContrato
ABEVO - Contrato Futuro de ABEV3,V23,13.03,12.82,-0.21,0.21
ABEVO - Contrato Futuro de ABEV3,X23,13.14,12.92,-0.22,0.22
ABEVO - Contrato Futuro de ABEV3,Z23,13.26,13.04,-0.22,0.22
AFS - Rande da África do Sul (em USD),X23,18804.5,18838.6,34.1,91.28
AFS - Rande da África do Sul (em USD),Z23,18849.5,18884.2,34.7,92.88
AFS - Rande da África do Sul (em USD),F24,18897.9,18931.2,33.3,89.13
AFS - Rande da África do Sul (em USD),G24,18952.2,18984.9,32.7,87.53
AFS - Rande da África do Sul (em USD),H24,18996.0,19028.8,32.8,87.8
ARB - Peso Argentino (em Reais),X23,13.581,13.396,-0.185,27.75
ARB - Peso Argentino (em Reais),Z23,9.566,9.602,0.036,5.4
ARB - Peso Argentino (em Reais),F24,5.77,5.914,0.144,21.6
ARB - Peso Argentino (em Reais),G24,4.461,4.439,-0.022,3.3
ARB - Peso Argentino (em Reais),H24,4.142,4.003,-0.139,20.85
ARS - Peso Argentino (em USD),X23,371937.7,376939.3,5001.6,720.29
ARS - Peso Argentino (em USD),Z23,529941.0,527758.7,-2182.3,314.27
ARS - Peso Argentino (em USD),F24,881276.3,859494.2,0.0,3136.88
ARS - Peso Argentino (em USD),G24,1126477.1,1149652.4,0.0,3337.52
ARS - Peso Argentino (em USD),H24,1128522.7,1263945.4,0.0,19502.49
AUD - Dólar Australiano (em Reais),X23,3204.152,3212.387,8.235,494.1
AUD - Dólar Australiano (em Reais),Z23,3218.961,3227.196,8.235,494.1
AUD - Dólar Australiano (em Reais),F24,3232.481,3240.59,8.109,486.54
AUD - Dólar Australiano (em Reais),G24,3249.059,3257.435,8.376,502.56
AUD - Dólar Australiano (em Reais),H24,3259.503,3267.803,8.3,498.0
AUS - Dólar Australiano (em USD),X23,634.322,636.188,1.866,93.97
AUS - Dólar Australiano (em USD),Z23,634.985,636.835,1.85,93.16
AUS - Dólar Australiano (em USD),F24,635.696,637.545,1.849,93.11
AUS - Dólar Australiano (em USD),G24,636.483,638.348,1.865,93.92
AUS - Dólar Australiano (em USD),H24,637.086,638.93,1.844,92.86
B3SAO - Contrato Futuro de B3SA3,V23,11.76,11.29,-0.47,0.47
B3SAO - Contrato Futuro de B3SA3,X23,11.86,11.38,-0.48,0.48
B3SAO - Contrato Futuro de B3SA3,Z23,11.97,11.48,-0.49,0.49
BBASO - Contrato Futuro de BBAS3,V23,49.9,49.43,-0.47,0.47
BBASO - Contrato Futuro de BBAS3,X23,50.32,49.84,-0.48,0.48
BBASO - Contrato Futuro de BBAS3,Z23,50.77,50.29,-0.48,0.48
BBDCP - Contrato Futuro de BBDC4,V23,14.67,14.51,-0.16,0.16
BBDCP - Contrato Futuro de BBDC4,X23,14.79,14.63,-0.16,0.16
BBDCP - Contrato Futuro de BBDC4,Z23,14.92,14.76,-0.16,0.16
BGI - Boi gordo,V23,237.05,237.6,0.55,181.5
BGI - Boi gordo,X23,240.0,240.55,0.55,181.5
BGI - Boi gordo,Z23,240.25,241.6,1.35,445.5
BGI - Boi gordo,F24,240.3,241.85,1.55,511.5
BGI - Boi gordo,G24,245.0,246.55,1.55,511.5
BGI - Boi gordo,H24,245.2,246.75,1.55,511.5
BGI - Boi gordo,J24,254.15,255.8,1.65,544.5
BGI - Boi gordo,K24,239.5,241.05,1.55,511.5
BGI - Boi gordo,Q24,216.8,216.8,0.0,0.0
BGI - Boi gordo,V24,234.0,234.0,0.0,0.0
BGI - Boi gordo,X24,234.75,234.75,0.0,0.0
BGI - Boi gordo,Z24,232.65,232.65,0.0,0.0
BHIAO - Contrato Futuro de BHIA3,V23,0.57,0.55,-0.02,0.02
BHIAO - Contrato Futuro de BHIA3,X23,0.57,0.55,-0.02,0.02
BHIAO - Contrato Futuro de BHIA3,Z23,0.58,0.56,-0.02,0.02
BRI - Futuro do Índice Brasil 50,Z23,19699.0,19621.0,-78.0,780.0
BRI - Futuro do Índice Brasil 50,G24,20056.0,19978.0,-78.0,780.0
CAD - Dólar Canadense (em Reais),X23,3710.933,3701.468,-9.465,567.9
CAD - Dólar Canadense (em Reais),Z23,3725.54,3716.265,-9.275,556.5
CAD - Dólar Canadense (em Reais),F24,3738.956,3729.639,-9.317,559.02
CAD - Dólar Canadense (em Reais),G24,3755.504,3746.799,-8.705,522.3
CAD - Dólar Canadense (em Reais),H24,3765.298,3756.874,-8.424,505.44
CAN - Dólar Canadense (em USD),X23,1361.194,1364.17,2.976,109.83
CAN - Dólar Canadense (em USD),Z23,1360.702,1363.615,2.913,107.5
CAN - Dólar Canadense (em USD),F24,1359.992,1362.845,2.853,105.29
CAN - Dólar Canadense (em USD),G24,1359.261,1361.94,2.679,98.86
CAN - Dólar Canadense (em USD),H24,1358.795,1361.37,2.575,95.03
CCM - Milho,X23,61.9,60.55,-1.35,607.5
CCM - Milho,F24,65.73,64.48,-1.25,562.5
CCM - Milho,H24,69.1,67.59,-1.51,679.5
CCM - Milho,K24,67.59,66.93,-0.66,297.0
CCM - Milho,N24,63.98,63.48,-0.5,225.0
CCM - Milho,U24,64.03,63.65,-0.38,171.0
CCM - Milho,X24,66.4,65.76,-0.64,288.0
CCM - Milho,U25,63.65,63.65,0.0,0.0
