Mercadoria,Vencimento,AjusteAnterior,AjusteAtual,Variacao,AjustePorContrato
AUD - Dólar Australiano (em Reais),J14,2129.241,2141.254,12.013,720.78
AUD - Dólar Australiano (em Reais),K14,2140.41,2152.45,12.04,722.4
AUD - Dólar Australiano (em Reais),N14,2163.237,2175.531,12.294,737.64
AUD - Dólar Australiano (em Reais),Q14,2176.475,2188.891,12.416,744.96
BGI - Boi gordo,H14,124.5,124.3,-0.2,66.0
BGI - Boi gordo,J14,123.08,121.11,-1.97,650.1
BGI - Boi gordo,K14,121.61,120.18,-1.43,471.9
BGI - Boi gordo,M14,122.0,120.53,-1.47,485.1
BGI - Boi gordo,N14,121.51,120.31,-1.2,396.0
BGI - Boi gordo,Q14,124.5,123.3,-1.2,396.0
BGI - Boi gordo,U14,125.8,124.4,-1.4,462.0
BGI - Boi gordo,V14,127.0,125.58,-1.42,468.6
BGI - Boi gordo,X14,128.04,126.62,-1.42,468.6
BGI - Boi gordo,Z14,127.0,125.61,-1.39,458.7
BRI - Futuro do Índice Brasil 50,J14,7826.0,7731.0,-95.0,950.0
BRI - Futuro do Índice Brasil 50,M14,7941.0,7841.0,-100.0,1000.0
CAD - Dólar Canadense (em Reais),J14,2133.187,2147.415,14.228,853.68
CAD - Dólar Canadense (em Reais),K14,2147.649,2161.937,14.288,857.28
CAD - Dólar Canadense (em Reais),M14,2162.543,2176.976,14.433,865.98
CCM - Milho,H14,33.75,33.31,-0.44,198.0
CCM - Milho,K14,31.3,30.32,-0.98,441.0
CCM - Milho,U14,30.0,29.61,-0.39,175.5
CCM - Milho,X14,30.5,30.09,-0.41,184.5
CHF - Franco Suíço (em Reais),J14,2714.777,2715.789,1.012,50.6
CHF - Franco Suíço (em Reais),K14,2735.793,2737.17,1.377,68.85
CLP - Peso Chileno (em Reais),J14,4136.761,4139.16,2.399,59.97
DAP - Cupom de DI x IPCA,Q14,98253.84,98252.26,-1.58,74.99
DAP - Cupom de DI x IPCA,K15,94894.22,94892.69,-1.53,91.3
DAP - Cupom de DI x IPCA,K17,83538.29,83536.95,-1.34,322.45
DDI - Cupom cambial,J14,100727.19,99993.14,-734.05,196.61
DDI - Cupom cambial,K14,100669.78,99936.15,-733.63,194.4
DDI - Cupom cambial,M14,100589.25,99856.21,-733.04,197.01
DDI - Cupom cambial,N14,100494.58,99762.23,-732.35,198.2
DDI - Cupom cambial,V14,100093.83,99364.4,-729.43,194.65
DDI - Cupom cambial,F15,99567.37,98841.77,-725.6,176.23
DDI - Cupom cambial,J15,99002.22,98280.74,-721.48,200.29
DDI - Cupom cambial,N15,98435.23,97717.88,-717.35,162.87
DDI - Cupom cambial,V15,97837.14,97124.15,-712.99,117.45
DDI - Cupom cambial,F16,97246.99,96538.3,-708.69,77.36
DDI - Cupom cambial,J16,96646.74,95942.43,-704.31,91.8
DDI - Cupom cambial,N16,96023.35,95323.58,-699.77,129.85
DDI - Cupom cambial,V16,95242.57,94548.49,-694.08,137.43
DDI - Cupom cambial,F17,94486.64,93798.07,-688.57,73.47
