Mercadoria,Vencimento,AjusteAnterior,AjusteAtual,Variacao,AjustePorContrato
ACF - Futuro de Açúcar Cristal,U16,84.18,86.41,2.23,1132.84
ACF - Futuro de Açúcar Cristal,Z16,86.22,88.52,2.3,1168.4
AUD - Dólar Australiano (em Reais),V16,2467.001,2471.261,4.26,255.6
AUD - Dólar Australiano (em Reais),X16,2486.765,2491.009,4.244,254.64
AUD - Dólar Australiano (em Reais),Z16,2506.882,2511.117,4.235,254.1
BGI - Boi gordo,U16,149.36,147.97,-1.39,458.7
BGI - Boi gordo,V16,151.98,149.67,-2.31,762.3
BGI - Boi gordo,X16,153.44,151.75,-1.69,557.7
BGI - Boi gordo,Z16,153.5,152.0,-1.5,495.0
BGI - Boi gordo,F17,154.94,152.91,-2.03,669.9
BGI - Boi gordo,K17,147.23,145.0,-2.23,735.9
BGI - Boi gordo,V17,157.04,154.66,-2.38,785.4
BRI - Futuro do Índice Brasil 50,V16,9859.0,10086.0,227.0,2270.0
CAD - Dólar Canadense (em Reais),V16,2494.835,2515.617,20.782,1246.92
CAD - Dólar Canadense (em Reais),X16,2517.309,2537.929,20.62,1237.2
CCM - Milho,U16,40.05,42.05,2.0,900.0
CCM - Milho,X16,39.72,41.7,1.98,891.0
CCM - Milho,F17,40.0,42.0,2.0,900.0
CCM - Milho,H17,38.79,40.72,1.93,868.5
CCM - Milho,K17,36.3,38.11,1.81,814.5
CCM - Milho,U17,34.03,35.72,1.69,760.5
CHF - Franco Suíço (em Reais),V16,3341.497,3340.789,-0.708,35.4
CHF - Franco Suíço (em Reais),Z16,3412.435,3411.119,-1.316,65.8
CLP - Peso Chileno (em Reais),V16,4785.6,4854.8,69.2,1730.0
CLP - Peso Chileno (em Reais),Z16,4846.1,4915.5,69.4,1735.0
DAP - Cupom de DI x IPCA,U16,99765.31,99732.61,-32.7,3.31
DAP - Cupom de DI x IPCA,V16,99066.57,99034.1,-32.47,0.55
DAP - Cupom de DI x IPCA,F17,97261.3,97229.42,-31.88,42.12
DAP - Cupom de DI x IPCA,K17,95867.2,95835.78,-31.42,31.29
DAP - Cupom de DI x IPCA,Q18,88828.03,88798.91,-29.12,48.3
DAP - Cupom de DI x IPCA,K19,85292.98,85265.02,-27.96,66.68
DAP - Cupom de DI x IPCA,Q20,79330.33,79304.33,-26.0,95.21
DAP - Cupom de DI x IPCA,K21,76015.38,75990.46,-24.92,188.89
DAP - Cupom de DI x IPCA,Q22,70546.82,70523.7,-23.12,131.49
DAP - Cupom de DI x IPCA,K23,67964.67,67942.39,-22.28,193.6
DAP - Cupom de DI x IPCA,Q24,63616.72,63595.87,-20.85,216.64
DAP - Cupom de DI x IPCA,Q30,45605.9,45590.95,-14.95,431.97
DDI - Cupom cambial,V16,99807.67,99629.38,-178.29,65.0
DDI - Cupom cambial,X16,99639.24,99461.25,-177.99,55.44
DDI - Cupom cambial,Z16,99472.7,99295.01,-177.69,52.36
DDI - Cupom cambial,F17,99287.3,99109.94,-177.36,40.63
DDI - Cupom cambial,G17,99103.57,98926.54,-177.03,39.01
DDI - Cupom cambial,H17,98937.29,98760.56,-176.73,36.98
DDI - Cupom cambial,J17,98741.76,98565.38,-176.38,23.29
DDI - Cupom cambial,K17,98575.35,98399.26,-176.09,11.75
DDI - Cupom cambial,M17,98372.82,98197.1,-175.72,16.59
DDI - Cupom cambial,N17,98172.74,97997.37,-175.37,27.53
DDI - Cupom cambial,Q17,97932.38,97757.44,-174.94,63.4
DDI - Cupom cambial,U17,97747.64,97573.03,-174.61,29.22
DDI - Cupom cambial,V17,97504.35,97330.18,-174.17,94.65
DDI - Cupom cambial,F18,96787.8,96614.91,-172.89,159.48
DDI - Cupom cambial,J18,96112.13,95940.44,-171.69,164.51
DDI - Cupom cambial,N18,95399.44,95229.03,-170.41,176.64
DDI - Cupom cambial,V18,94613.55,94444.54,-169.01,226.23
DDI - Cupom cambial,F19,93765.69,93598.2,-167.49,288.4
DDI - Cupom cambial,J19,92917.0,92751.02,-165.98,289.21
DDI - Cupom cambial,N19,92172.82,92008.17,-164.65,329.46
DDI - Cupom cambial,V19,91286.44,91123.37,-163.07,374.64
DDI - Cupom cambial,F20,90289.53,90128.25,-161.28,424.13
DDI - Cupom cambial,J20,89316.02,89156.47,-159.55,384.07
DDI - Cupom cambial,N20,88373.44,88215.58,-157.86,486.05
DDI - Cupom cambial,V20,87345.27,87189.24,-156.03,493.52
DDI - Cupom cambial,F21,86440.13,86285.72,-154.41,554.67
DDI - Cupom cambial,J21,85590.03,85437.14,-152.89,617.97
DDI - Cupom cambial,N21,84600.91,84449.79,-151.12,739.48
DDI - Cupom cambial,F22,82640.59,82492.97,-147.62,939.56
