Mercadoria,Vencimento,AjusteAnterior,AjusteAtual,Variacao,AjustePorContrato
AUD - Dólar Australiano (em Reais),N18,2822.199,2839.248,17.049,1022.94
AUD - Dólar Australiano (em Reais),Q18,2830.846,2847.878,17.032,1021.92
AUD - Dólar Australiano (em Reais),U18,2839.853,2856.869,17.016,1020.96
BGI - Boi gordo,M18,140.15,140.05,-0.1,33.0
BGI - Boi gordo,N18,144.6,144.2,-0.4,132.0
BGI - Boi gordo,Q18,146.7,146.35,-0.35,115.5
BGI - Boi gordo,U18,147.15,147.05,-0.1,33.0
BGI - Boi gordo,V18,150.45,150.35,-0.1,33.0
BGI - Boi gordo,X18,150.15,150.05,-0.1,33.0
BGI - Boi gordo,Z18,150.2,150.1,-0.1,33.0
BGI - Boi gordo,F19,149.5,149.6,0.1,33.0
BGI - Boi gordo,K19,146.4,146.5,0.1,33.0
BGI - Boi gordo,U19,152.95,153.05,0.1,33.0
BRI - Futuro do Índice Brasil 50,Q18,12299.0,12190.0,-109.0,1090.0
BRI - Futuro do Índice Brasil 50,V18,12429.0,12314.0,-115.0,1150.0
BSE - Contrato Futuro de Índice BVMF SENSEX 30,M18,35565.0,35587.0,22.0,16.5
BSE - Contrato Futuro de Índice BVMF SENSEX 30,N18,35736.0,35758.0,22.0,16.5
CAD - Dólar Canadense (em Reais),N18,2872.063,2875.712,3.649,218.94
CAD - Dólar Canadense (em Reais),Q18,2882.306,2885.838,3.532,211.92
CAD - Dólar Canadense (em Reais),U18,2892.699,2896.042,3.343,200.58
CCM - Milho,N18,42.06,41.33,-0.73,328.5
CCM - Milho,U18,39.9,39.21,-0.69,310.5
CCM - Milho,X18,41.81,41.38,-0.43,193.5
CCM - Milho,F19,42.68,42.1,-0.58,261.0
CCM - Milho,H19,41.95,41.4,-0.55,247.5
CCM - Milho,K19,38.88,38.4,-0.48,216.0
CCM - Milho,U19,36.66,36.0,-0.66,297.0
CHF - Franco Suíço (em Reais),N18,3776.758,3795.971,19.213,960.65
CHF - Franco Suíço (em Reais),Q18,3798.341,3816.752,18.411,920.55
CHF - Franco Suíço (em Reais),U18,3820.325,3839.433,19.108,955.4
CLP - Peso Chileno (em Reais),N18,5888.7,5900.9,12.2,305.0
CLP - Peso Chileno (em Reais),Q18,5906.7,5915.6,8.9,222.5
CLP - Peso Chileno (em Reais),U18,5923.8,5933.2,9.4,235.0
CNY - Iuan Chinês Onshore (em Reais),N18,5786.515,5828.207,41.692,1459.22
CNY - Iuan Chinês Onshore (em Reais),Q18,5798.949,5835.081,36.132,1264.62
CNY - Iuan Chinês Onshore (em Reais),U18,5803.936,5842.509,38.573,1350.05
DAP - Cupom de DI x IPCA,M18,99974.41,99965.15,-9.26,11.52
DAP - Cupom de DI x IPCA,N18,100123.82,100354.07,230.25,286.55
DAP - Cupom de DI x IPCA,Q18,100050.36,100087.9,37.54,46.71
DAP - Cupom de DI x IPCA,F19,98647.3,98701.53,54.23,67.49
DAP - Cupom de DI x IPCA,K19,97249.2,97428.62,179.42,223.29
DAP - Cupom de DI x IPCA,F20,93767.35,93906.01,138.66,172.56
DAP - Cupom de DI x IPCA,Q20,90792.2,91087.3,295.1,367.25
DAP - Cupom de DI x IPCA,K21,86731.9,86984.79,252.89,314.72
DAP - Cupom de DI x IPCA,Q22,79754.62,80145.86,391.24,486.9
DAP - Cupom de DI x IPCA,K23,76306.68,76424.86,118.18,147.07
DAP - Cupom de DI x IPCA,Q24,71341.13,71393.65,52.52,65.36
DAP - Cupom de DI x IPCA,Q26,63432.71,63149.36,-283.35,352.63
DAP - Cupom de DI x IPCA,Q28,56781.24,56301.54,-479.7,596.99
DAP - Cupom de DI x IPCA,Q30,50780.13,50439.55,-340.58,423.85
DCO - Cupom Cambial em OC1,N18,97703.89,98222.66,518.77,982.0
DCO - Cupom Cambial em OC1,Q18,97430.13,97947.75,517.62,979.82
DCO - Cupom Cambial em OC1,U18,97115.46,97635.27,519.81,983.97
DCO - Cupom Cambial em OC1,V18,96822.37,97338.13,515.76,976.3
DCO - Cupom Cambial em OC1,X18,96462.93,96972.36,509.43,964.32
DCO - Cupom Cambial em OC1,Z18,96101.71,96595.67,493.96,935.04
DCO - Cupom Cambial em OC1,F19,95747.87,96235.2,487.33,922.49
DCO - Cupom Cambial em OC1,G19,95354.6,95809.66,455.06,861.4
DCO - Cupom Cambial em OC1,H19,94969.42,95426.73,457.31,865.66
DCO - Cupom Cambial em OC1,J19,94602.31,95047.7,445.39,843.1
DCO - Cupom Cambial em OC1,K19,94238.37,94667.09,428.72,811.54
DCO - Cupom Cambial em OC1,M19,93885.35,94287.07,401.72,760.43
