Mercadoria,Vencimento,AjusteAnterior,AjusteAtual,Variacao,AjustePorContrato
AUD - Dólar Australiano (em Reais),G16,2853.288,2875.292,22.004,1320.24
AUD - Dólar Australiano (em Reais),H16,2871.544,2893.358,21.814,1308.84
AUD - Dólar Australiano (em Reais),J16,2893.874,2915.437,21.563,1293.78
BGI - Boi gordo,F16,150.9,150.81,-0.09,29.7
BGI - Boi gordo,G16,154.15,154.99,0.84,277.2
BGI - Boi gordo,H16,154.5,155.1,0.6,198.0
BGI - Boi gordo,J16,154.48,154.95,0.47,155.1
BGI - Boi gordo,K16,154.21,154.53,0.32,105.6
BGI - Boi gordo,N16,157.0,157.25,0.25,82.5
BGI - Boi gordo,Q16,159.15,159.32,0.17,56.1
BGI - Boi gordo,U16,160.0,160.11,0.11,36.3
BGI - Boi gordo,V16,161.69,161.8,0.11,36.3
BGI - Boi gordo,X16,162.79,162.9,0.11,36.3
BGI - Boi gordo,K17,162.9,163.01,0.11,36.3
BGI - Boi gordo,V17,168.85,168.96,0.11,36.3
BRI - Futuro do Índice Brasil 50,G16,6397.0,6550.0,153.0,1530.0
BRI - Futuro do Índice Brasil 50,J16,6516.0,6672.0,156.0,1560.0
CAD - Dólar Canadense (em Reais),G16,2891.042,2894.843,3.801,228.06
CAD - Dólar Canadense (em Reais),H16,2913.396,2917.508,4.112,246.72
CAD - Dólar Canadense (em Reais),J16,2940.128,2944.322,4.194,251.64
CCM - Milho,H16,39.83,40.11,0.28,126.0
CCM - Milho,K16,38.11,38.34,0.23,103.5
CCM - Milho,U16,36.5,36.7,0.2,90.0
CCM - Milho,X16,37.57,37.76,0.19,85.5
CHF - Franco Suíço (em Reais),G16,3990.675,3998.744,8.069,403.45
CHF - Franco Suíço (em Reais),H16,4028.58,4035.719,7.139,356.95
CHF - Franco Suíço (em Reais),J16,4071.086,4078.771,7.685,384.25
CLP - Peso Chileno (em Reais),G16,5662.8,5692.0,29.2,730.0
CNY - Iuan Chinês Onshore (em Reais),G16,6174.467,6184.898,10.431,365.08
DAP - Cupom de DI x IPCA,K17,93743.68,93747.46,3.78,208.57
DAP - Cupom de DI x IPCA,Q18,86096.05,86099.52,3.47,557.07
DDI - Cupom cambial,G16,100515.53,99190.09,-1325.44,191.15
DDI - Cupom cambial,H16,100309.32,98986.6,-1322.72,197.87
DDI - Cupom cambial,J16,100053.63,98734.28,-1319.35,210.18
DDI - Cupom cambial,K16,99798.04,98482.06,-1315.98,224.13
DDI - Cupom cambial,M16,99497.54,98185.53,-1312.01,210.79
DDI - Cupom cambial,N16,99183.0,97875.13,-1307.87,263.49
DDI - Cupom cambial,Q16,98780.96,97478.4,-1302.56,248.89
DDI - Cupom cambial,U16,98358.19,97061.2,-1296.99,244.94
DDI - Cupom cambial,V16,97916.0,96624.84,-1291.16,219.84
DDI - Cupom cambial,X16,97475.97,96190.61,-1285.36,167.49
DDI - Cupom cambial,Z16,97142.23,95861.27,-1280.96,192.62
DDI - Cupom cambial,F17,96683.93,95409.02,-1274.91,163.76
DDI - Cupom cambial,G17,96285.57,95015.91,-1269.66,139.55
DDI - Cupom cambial,H17,95944.88,94679.71,-1265.17,145.67
DDI - Cupom cambial,J17,95524.54,94264.92,-1259.62,131.17
DDI - Cupom cambial,N17,94524.99,93278.55,-1246.44,149.79
DDI - Cupom cambial,V17,93520.54,92287.34,-1233.2,179.82
DDI - Cupom cambial,F18,92435.58,91216.69,-1218.89,66.61
DDI - Cupom cambial,J18,91466.79,90260.67,-1206.12,63.04
DDI - Cupom cambial,N18,90499.41,89306.05,-1193.36,11.49
DDI - Cupom cambial,V18,89646.37,88464.26,-1182.11,32.91
DDI - Cupom cambial,F19,88766.09,87595.59,-1170.5,39.47
DDI - Cupom cambial,J19,87860.42,86701.86,-1158.56,25.95
DDI - Cupom cambial,N19,87005.19,85857.91,-1147.28,12.65
DDI - Cupom cambial,V19,86136.95,85001.11,-1135.84,54.91
DDI - Cupom cambial,F20,85394.77,84268.72,-1126.05,102.97
DDI - Cupom cambial,J20,84411.75,83298.66,-1113.09,35.8
DDI - Cupom cambial,N20,83641.32,82538.39,-1102.93,89.43
DDI - Cupom cambial,V20,82690.2,81599.81,-1090.39,147.7
DDI - Cupom cambial,F21,81786.77,80708.3,-1078.47,143.38
DDI - Cupom cambial,N21,79945.3,78891.11,-1054.19,65.17
DDI - Cupom cambial,F22,77311.85,76292.39,-1019.46,126.58
DDI - Cupom cambial,F23,72482.1,71526.32,-955.78,185.6
DDI - Cupom cambial,F24,67751.33,66857.93,-893.4,173.2
DDI - Cupom cambial,F25,63477.83,62640.79,-837.04,162.29
DDI - Cupom cambial,F26,59808.02,59019.37,-788.65,225.13
DI1 - DI de 1 dia,G16,99895.04,99842.66,-52.38,0.16
DI1 - DI de 1 dia,H16,98903.36,98851.5,-51.86,0.49
DI1 - DI de 1 dia,J16,97753.54,97702.29,-51.25,2.66
DI1 - DI de 1 dia,K16,96714.3,96663.59,-50.71,6.01
DI1 - DI de 1 dia,M16,95639.19,95589.04,-50.15,13.44
DI1 - DI de 1 dia,N16,94497.41,94447.86,-49.55,16.81
DI1 - DI de 1 dia,Q16,93404.53,93355.56,-48.97,15.79
