Mercadoria,Vencimento,AjusteAnterior,AjusteAtual,Variacao,AjustePorContrato
ABEVO - Contrato Futuro de ABEV3,X22,15.88,16.1,0.22,0.22
ABEVO - Contrato Futuro de ABEV3,Z22,16.04,16.26,0.22,0.22
AFS - Rande da África do Sul (em USD),Z22,18214.5,18438.8,224.3,630.65
AFS - Rande da África do Sul (em USD),F23,18254.2,18484.9,230.7,648.65
AFS - Rande da África do Sul (em USD),G23,18295.3,18521.8,226.5,636.84
ARB - Peso Argentino (em Reais),Z22,30.218,30.464,0.246,36.9
ARB - Peso Argentino (em Reais),F23,27.539,27.835,0.296,44.4
ARB - Peso Argentino (em Reais),G23,25.194,25.557,0.363,54.45
ARS - Peso Argentino (em USD),Z22,169844.5,168818.4,-1026.1,333.15
ARS - Peso Argentino (em USD),F23,187554.5,185924.0,-1630.5,529.39
ARS - Peso Argentino (em USD),G23,206269.4,203724.0,-2545.4,826.44
AUD - Dólar Australiano (em Reais),Z22,3286.35,3242.276,-44.074,2644.44
AUD - Dólar Australiano (em Reais),F23,3311.479,3268.115,-43.364,2601.84
AUD - Dólar Australiano (em Reais),G23,3336.082,3291.747,-44.335,2660.1
AUS - Dólar Australiano (em USD),Z22,640.329,630.448,-9.881,504.8
AUS - Dólar Australiano (em USD),F23,641.128,631.489,-9.639,492.43
AUS - Dólar Australiano (em USD),G23,641.964,632.235,-9.729,497.03
B3SAO - Contrato Futuro de B3SA3,X22,15.2,15.46,0.26,0.26
B3SAO - Contrato Futuro de B3SA3,Z22,15.36,15.62,0.26,0.26
BBASO - Contrato Futuro de BBAS3,X22,38.11,38.89,0.78,0.78
BBASO - Contrato Futuro de BBAS3,Z22,38.5,39.28,0.78,0.78
BBDCP - Contrato Futuro de BBDC4,X22,20.06,19.71,-0.35,0.35
BBDCP - Contrato Futuro de BBDC4,Z22,20.27,19.91,-0.36,0.36
BGI - Boi gordo,X22,284.95,287.4,2.45,808.5
BGI - Boi gordo,Z22,287.85,290.5,2.65,874.5
BGI - Boi gordo,F23,291.55,297.2,5.65,1864.5
BGI - Boi gordo,G23,293.8,299.5,5.7,1881.0
BGI - Boi gordo,H23,293.8,299.5,5.7,1881.0
BGI - Boi gordo,J23,293.8,299.5,5.7,1881.0
BGI - Boi gordo,K23,293.8,299.5,5.7,1881.0
BGI - Boi gordo,N23,329.1,329.1,0.0,0.0
BGI - Boi gordo,V23,333.0,333.0,0.0,0.0
BRI - Futuro do Índice Brasil 50,Z22,19753.0,19749.0,-4.0,40.0
BRI - Futuro do Índice Brasil 50,G23,20180.0,20175.0,-5.0,50.0
CAD - Dólar Canadense (em Reais),Z22,3769.135,3747.644,-21.491,1289.46
CAD - Dólar Canadense (em Reais),F23,3795.776,3773.824,-21.952,1317.12
CAD - Dólar Canadense (em Reais),G23,3820.852,3798.345,-22.507,1350.42
CAN - Dólar Canadense (em USD),Z22,1361.661,1372.278,10.617,398.08
CAN - Dólar Canadense (em USD),F23,1360.745,1371.355,10.61,397.81
CAN - Dólar Canadense (em USD),G23,1360.085,1370.735,10.65,399.31
CCM - Milho,X22,86.76,86.07,-0.69,310.5
CCM - Milho,F23,90.99,89.81,-1.18,531.0
CCM - Milho,H23,94.27,92.94,-1.33,598.5
CCM - Milho,K23,93.36,92.7,-0.66,297.0
CCM - Milho,N23,91.72,91.15,-0.57,256.5
CCM - Milho,U23,91.0,90.76,-0.24,108.0
CCM - Milho,X23,92.2,91.96,-0.24,108.0
CCROO - Contrato Futuro de CCRO3,X22,12.82,12.87,0.05,0.05
CCROO - Contrato Futuro de CCRO3,Z22,12.94,12.99,0.05,0.05
CHF - Franco Suíço (em Reais),Z22,5150.31,5094.413,-55.897,2794.85
CHF - Franco Suíço (em Reais),F23,5205.687,5152.581,-53.106,2655.3
CHF - Franco Suíço (em Reais),G23,5257.138,5200.803,-56.335,2816.75
CHL - Peso Chileno (em USD),Z22,948690.0,949781.0,1091.0,59.05
CHL - Peso Chileno (em USD),F23,952980.0,954740.0,1760.0,95.26
CHL - Peso Chileno (em USD),G23,959144.1,960140.0,995.9,53.9
CIELO - Contrato Futuro de CIEL3,X22,5.52,5.59,0.07,0.07
CIELO - Contrato Futuro de CIEL3,Z22,5.57,5.64,0.07,0.07
CLP - Peso Chileno (em Reais),Z22,5409.9,5414.7,4.8,120.0
CLP - Peso Chileno (em Reais),F23,5419.9,5420.6,0.7,17.5
CLP - Peso Chileno (em Reais),G23,5418.1,5422.7,4.6,115.0
CMIGP - Contrato Futuro de CMIG4,X22,11.82,11.89,0.07,0.07
CMIGP - Contrato Futuro de CMIG4,Z22,11.94,12.01,0.07,0.07
CNH - Iuan Chinês Offshore (em USD),Z22,7289.94,7311.757,21.817,152.54
CNH - Iuan Chinês Offshore (em USD),F23,7275.993,7293.3,17.307,121.01
CNH - Iuan Chinês Offshore (em USD),G23,7260.545,7277.95,17.405,121.69
CNY - Iuan Chinês Onshore (em Reais),Z22,7092.121,7086.884,-5.237,183.29
CNY - Iuan Chinês Onshore (em Reais),F23,7131.826,7126.484,-5.342,186.97
CNY - Iuan Chinês Onshore (em Reais),G23,7174.816,7167.078,-7.738,270.83
COGNO - Contrato Futuro de COGNO,X22,3.33,3.25,-0.08,0.08
COGNO - Contrato Futuro de COGNO,Z22,3.36,3.28,-0.08,0.08
CSNAO - Contrato Futuro de CSNA3,X22,12.92,12.84,-0.08,0.08
CSNAO - Contrato Futuro de CSNA3,Z22,13.05,12.97,-0.08,0.08
DAP - Cupom de DI x IPCA,X22,99762.21,99759.2,-3.01,4.8
DAP - Cupom de DI x IPCA,Z22,99171.34,99155.28,-16.06,25.64
DAP - Cupom de DI x IPCA,F23,98887.29,98884.38,-2.91,4.64
DAP - Cupom de DI x IPCA,G23,98391.86,98350.41,-41.45,66.18
DAP - Cupom de DI x IPCA,K23,97238.37,97159.4,-78.97,126.09
DAP - Cupom de DI x IPCA,F24,92886.96,92789.98,-96.98,154.85
DAP - Cupom de DI x IPCA,Q24,90564.95,90543.73,-21.22,33.88
DAP - Cupom de DI x IPCA,K25,87718.22,87606.42,-111.8,178.52
DAP - Cupom de DI x IPCA,Q26,82223.31,82128.09,-95.22,152.04
DAP - Cupom de DI x IPCA,K27,79001.34,78859.62,-141.72,226.29
DAP - Cupom de DI x IPCA,Q28,73928.87,73801.7,-127.17,203.06
DAP - Cupom de DI x IPCA,Q30,66579.33,66476.16,-103.17,164.74
DAP - Cupom de DI x IPCA,Q32,59531.21,59142.42,-388.79,620.81
DAP - Cupom de DI x IPCA,K35,51256.19,51070.7,-185.49,296.18
DAP - Cupom de DI x IPCA,Q40,39162.93,38832.03,-330.9,528.37
DAP - Cupom de DI x IPCA,K45,30568.01,30370.91,-197.1,314.72
DAP - Cupom de DI x IPCA,Q50,22766.77,22586.49,-180.28,287.86
DAP - Cupom de DI x IPCA,K55,18061.96,17894.67,-167.29,267.12
DAP - Cupom de DI x IPCA,Q60,13943.19,13793.37,-149.82,239.23
DAX - Contrato Futuro de DAX,Z22,13346.0,13145.0,-201.0,1005.0
DAX - Contrato Futuro de DAX,H23,13419.0,13218.0,-201.0,1005.0
DAX - Contrato Futuro de DAX,M23,13557.0,13354.0,-203.0,1015.0
DCO - Cupom Cambial em OC1,Z22,98698.66,98901.08,202.42,521.23
DCO - Cupom Cambial em OC1,F23,98222.89,98416.48,193.59,498.49
DCO - Cupom Cambial em OC1,G23,97722.44,97906.27,183.83,473.36
DCO - Cupom Cambial em OC1,H23,97271.14,97446.65,175.51,451.93
DCO - Cupom Cambial em OC1,J23,96735.54,96901.25,165.71,426.7
DCO - Cupom Cambial em OC1,K23,96248.13,96405.98,157.85,406.46
DCO - Cupom Cambial em OC1,M23,95755.27,95895.21,139.94,360.34
DCO - Cupom Cambial em OC1,N23,95256.18,95385.89,129.71,334.0
DCO - Cupom Cambial em OC1,Q23,94758.28,94866.79,108.51,279.41
DCO - Cupom Cambial em OC1,U23,94244.32,94341.35,97.03,249.85
DCO - Cupom Cambial em OC1,V23,93734.92,93814.44,79.52,204.76
DCO - Cupom Cambial em OC1,X23,93248.98,93334.06,85.08,219.08
DCO - Cupom Cambial em OC1,F24,92315.35,92352.8,37.45,96.43
DCO - Cupom Cambial em OC1,J24,91027.04,91032.56,5.52,14.21
DCO - Cupom Cambial em OC1,N24,89776.78,89711.4,-65.38,168.35
DCO - Cupom Cambial em OC1,V24,88621.39,88521.2,-100.19,257.98
DCO - Cupom Cambial em OC1,F25,87465.6,87348.38,-117.22,301.84
DCO - Cupom Cambial em OC1,J25,86408.59,86264.08,-144.51,372.11
DCO - Cupom Cambial em OC1,N25,85409.55,85235.82,-173.73,447.35
DCO - Cupom Cambial em OC1,V25,84385.14,84185.31,-199.83,514.56
DCO - Cupom Cambial em OC1,F26,83276.61,83051.92,-224.69,578.57
DCO - Cupom Cambial em OC1,J26,82262.84,82061.3,-201.54,518.96
DCO - Cupom Cambial em OC1,N26,81349.16,81199.4,-149.76,385.63
DCO - Cupom Cambial em OC1,V26,80329.51,80215.15,-114.36,294.47
DCO - Cupom Cambial em OC1,F27,79354.93,79173.06,-181.87,468.31
DCO - Cupom Cambial em OC1,J27,78403.85,78212.09,-191.76,493.78
DCO - Cupom Cambial em OC1,N27,77516.78,77336.86,-179.92,463.29
DCO - Cupom Cambial em OC1,V27,76526.26,76333.57,-192.69,496.17
DCO - Cupom Cambial em OC1,F28,75561.02,75389.14,-171.88,442.59
DCO - Cupom Cambial em OC1,F29,71846.39,71701.91,-144.48,372.03
DCO - Cupom Cambial em OC1,F30,68467.73,68332.75,-134.98,347.57
DCO - Cupom Cambial em OC1,F31,65238.96,65093.02,-145.94,375.79
DCO - Cupom Cambial em OC1,F32,61893.74,61769.72,-124.02,319.35
DCO - Cupom Cambial em OC1,F33,58754.37,58660.26,-94.11,242.33
DCO - Cupom Cambial em OC1,F34,56098.68,56000.62,-98.06,252.5
DCO - Cupom Cambial em OC1,F35,53281.77,53182.12,-99.65,256.59
DCO - Cupom Cambial em OC1,F36,50733.99,50630.63,-103.36,266.15
DCO - Cupom Cambial em OC1,F37,48502.58,48399.63,-102.95,265.09
