Mercadoria,Vencimento,AjusteAnterior,AjusteAtual,Variacao,AjustePorContrato
AUD - Dólar Australiano (em Reais),G16,2773.492,2809.852,36.36,2181.6
AUD - Dólar Australiano (em Reais),H16,2792.074,2827.278,35.204,2112.24
BGI - Boi gordo,F16,150.6,151.05,0.45,148.5
BGI - Boi gordo,G16,152.58,153.15,0.57,188.1
BGI - Boi gordo,H16,152.96,153.53,0.57,188.1
BGI - Boi gordo,J16,153.3,154.0,0.7,231.0
BGI - Boi gordo,K16,153.75,154.15,0.4,132.0
BGI - Boi gordo,N16,156.18,156.59,0.41,135.3
BGI - Boi gordo,Q16,157.51,157.92,0.41,135.3
BGI - Boi gordo,U16,158.31,158.74,0.43,141.9
BGI - Boi gordo,V16,160.05,160.5,0.45,148.5
BGI - Boi gordo,X16,161.15,161.6,0.45,148.5
BGI - Boi gordo,K17,161.21,161.66,0.45,148.5
BGI - Boi gordo,V17,167.13,167.6,0.47,155.1
BRI - Futuro do Índice Brasil 50,G16,6477.0,6504.0,27.0,270.0
CAD - Dólar Canadense (em Reais),G16,2784.885,2793.268,8.383,502.98
CAD - Dólar Canadense (em Reais),H16,2808.619,2813.941,5.322,319.32
CCM - Milho,H16,41.17,41.3,0.13,58.5
CCM - Milho,K16,39.6,39.25,-0.35,157.5
CCM - Milho,U16,36.63,36.62,-0.01,4.5
CCM - Milho,X16,37.75,37.74,-0.01,4.5
CHF - Franco Suíço (em Reais),G16,4027.726,4057.668,29.942,1497.1
CHF - Franco Suíço (em Reais),H16,4065.986,4095.285,29.299,1464.95
CLP - Peso Chileno (em Reais),G16,5532.3,5582.0,49.7,1242.5
CNY - Iuan Chinês Onshore (em Reais),G16,6129.604,6154.48,24.876,870.66
DAP - Cupom de DI x IPCA,K17,92954.34,92951.85,-2.49,408.26
DAP - Cupom de DI x IPCA,Q18,85279.57,85277.28,-2.29,320.45
DDI - Cupom cambial,G16,100259.67,100055.64,-204.03,574.25
DDI - Cupom cambial,H16,100024.21,99820.66,-203.55,544.32
DDI - Cupom cambial,J16,99746.8,99543.81,-202.99,525.51
DDI - Cupom cambial,K16,99462.59,99260.18,-202.41,507.13
DDI - Cupom cambial,M16,99152.08,98950.3,-201.78,528.26
DDI - Cupom cambial,N16,98808.52,98607.44,-201.08,496.49
DDI - Cupom cambial,Q16,98370.94,98170.75,-200.19,520.04
DDI - Cupom cambial,U16,97995.38,97795.95,-199.43,555.0
DDI - Cupom cambial,V16,97526.97,97328.5,-198.47,473.12
DDI - Cupom cambial,X16,97114.78,96917.15,-197.63,445.21
DDI - Cupom cambial,Z16,96712.33,96515.52,-196.81,382.04
DDI - Cupom cambial,F17,96292.54,96096.58,-195.96,388.16
DDI - Cupom cambial,G17,95931.84,95736.61,-195.23,361.92
DDI - Cupom cambial,H17,95599.68,95405.13,-194.55,362.67
DDI - Cupom cambial,J17,95189.55,94995.83,-193.72,364.06
DDI - Cupom cambial,N17,94162.23,93970.61,-191.62,374.13
DDI - Cupom cambial,V17,93094.5,92905.05,-189.45,348.11
DDI - Cupom cambial,F18,92110.9,91923.45,-187.45,289.89
DDI - Cupom cambial,J18,91145.57,90960.08,-185.49,236.12
DDI - Cupom cambial,N18,90101.42,89918.06,-183.36,160.0
DDI - Cupom cambial,V18,89208.92,89027.38,-181.54,63.33
DDI - Cupom cambial,F19,88388.5,88208.62,-179.88,40.9
DDI - Cupom cambial,J19,87586.75,87408.51,-178.24,60.56
DDI - Cupom cambial,N19,86788.41,86611.79,-176.62,79.96
DDI - Cupom cambial,V19,86030.64,85855.56,-175.08,98.99
DDI - Cupom cambial,F20,85172.01,84998.68,-173.33,0.32
DDI - Cupom cambial,J20,84262.1,84090.62,-171.48,48.71
DDI - Cupom cambial,N20,83631.52,83461.33,-170.19,213.96
DDI - Cupom cambial,V20,82855.71,82687.09,-168.62,297.88
DDI - Cupom cambial,F21,82069.56,81902.54,-167.02,724.31
DDI - Cupom cambial,N21,80243.38,80080.08,-163.3,492.68
DDI - Cupom cambial,F22,77705.84,77547.7,-158.14,372.29
DDI - Cupom cambial,F23,73044.1,72895.45,-148.65,703.82
DDI - Cupom cambial,F24,68370.26,68231.12,-139.14,718.39
DDI - Cupom cambial,F25,64096.1,63965.66,-130.44,646.24
DDI - Cupom cambial,F26,60491.35,60368.25,-123.1,647.51
DI1 - DI de 1 dia,G16,99573.58,99521.34,-52.24,3.11
DI1 - DI de 1 dia,H16,98565.65,98513.94,-51.71,11.97
DI1 - DI de 1 dia,J16,97383.73,97332.64,-51.09,22.51
DI1 - DI de 1 dia,K16,96315.97,96265.44,-50.53,38.46
DI1 - DI de 1 dia,M16,95183.52,95133.58,-49.94,49.08
DI1 - DI de 1 dia,N16,94005.71,93956.39,-49.32,63.49
DI1 - DI de 1 dia,Q16,92865.78,92817.06,-48.72,77.18
DI1 - DI de 1 dia,U16,91633.11,91585.04,-48.07,86.89
DI1 - DI de 1 dia,V16,90522.06,90474.57,-47.49,95.31
DI1 - DI de 1 dia,X16,89472.42,89425.48,-46.94,125.26
DI1 - DI de 1 dia,Z16,88435.5,88389.1,-46.4,143.27
DI1 - DI de 1 dia,F17,87308.38,87262.58,-45.8,162.57
DI1 - DI de 1 dia,G17,86121.52,86076.34,-45.18,133.77
DI1 - DI de 1 dia,H17,85162.76,85118.08,-44.68,127.29
DI1 - DI de 1 dia,J17,83953.04,83909.0,-44.04,119.0
DI1 - DI de 1 dia,N17,80826.67,80784.27,-42.4,146.07
DI1 - DI de 1 dia,V17,77588.69,77547.99,-40.7,107.55
DI1 - DI de 1 dia,F18,74640.07,74600.91,-39.16,18.02
DI1 - DI de 1 dia,J18,71791.2,71753.54,-37.66,17.78
DI1 - DI de 1 dia,N18,68962.89,68926.71,-36.18,37.58
DI1 - DI de 1 dia,V18,66215.81,66181.07,-34.74,75.37
DI1 - DI de 1 dia,F19,63660.11,63626.71,-33.4,106.69
DI1 - DI de 1 dia,J19,61298.0,61265.84,-32.16,123.31
DI1 - DI de 1 dia,N19,58986.43,58955.48,-30.95,140.33
DI1 - DI de 1 dia,V19,56622.65,56592.94,-29.71,170.48
DI1 - DI de 1 dia,F20,54420.62,54392.07,-28.55,252.96
DI1 - DI de 1 dia,J20,52418.37,52390.87,-27.5,268.71
DI1 - DI de 1 dia,N20,50520.3,50493.8,-26.5,283.96
DI1 - DI de 1 dia,V20,48605.88,48580.38,-25.5,324.93
DI1 - DI de 1 dia,F21,46827.39,46802.82,-24.57,354.13
DI1 - DI de 1 dia,J21,45118.75,45095.08,-23.67,370.34
DI1 - DI de 1 dia,N21,43444.27,43421.48,-22.79,388.07
DI1 - DI de 1 dia,V21,41757.58,41735.67,-21.91,401.29
DI1 - DI de 1 dia,F22,40183.72,40162.64,-21.08,413.73
DI1 - DI de 1 dia,N22,37257.67,37238.12,-19.55,434.58
DI1 - DI de 1 dia,F23,34482.06,34463.97,-18.09,450.83
DI1 - DI de 1 dia,N23,31956.01,31939.25,-16.76,460.23
DI1 - DI de 1 dia,F24,29597.45,29581.92,-15.53,465.33
DI1 - DI de 1 dia,F25,25326.41,25313.12,-13.29,467.35
DI1 - DI de 1 dia,F26,21698.18,21686.8,-11.38,483.9
DI1 - DI de 1 dia,F27,18536.92,18527.2,-9.72,455.15
DI1 - DI de 1 dia,F29,13644.6,13637.44,-7.16,396.99
DI1 - DI de 1 dia,F30,11706.36,11700.22,-6.14,367.28
DOL - Dólar comercial,G16,4046.66,4058.077,11.417,570.85
DOL - Dólar comercial,H16,4079.385,4089.94,10.555,527.75
DOL - Dólar comercial,J16,4118.251,4128.097,9.846,492.3
DOL - Dólar comercial,K16,4153.092,4161.969,8.877,443.85
DOL - Dólar comercial,M16,4189.395,4198.339,8.944,447.2
DOL - Dólar comercial,N16,4228.499,4236.211,7.712,385.6
DOL - Dólar comercial,Q16,4261.557,4269.22,7.663,383.15
DOL - Dólar comercial,U16,4302.093,4310.132,8.039,401.95
DOL - Dólar comercial,V16,4336.288,4342.179,5.891,294.55
DOL - Dólar comercial,X16,4370.716,4374.552,3.836,191.8
DOL - Dólar comercial,Z16,4406.001,4407.503,1.502,75.1
DOL - Dólar comercial,F17,4444.407,4445.024,0.617,30.85
DOL - Dólar comercial,J17,4567.527,4569.726,2.199,109.95
DOL - Dólar comercial,N17,4694.483,4695.258,0.775,38.75
DOL - Dólar comercial,F18,4967.091,4973.663,6.572,328.6
DOL - Dólar comercial,N18,5258.16,5265.669,7.509,375.45
DOL - Dólar comercial,N19,5913.107,5929.896,16.789,839.45
DOL - Dólar comercial,F21,6979.731,7063.494,83.763,4188.15
ETH - Etanol Hidratado,F16,1811.0,1811.0,0.0,0.0
ETH - Etanol Hidratado,G16,1812.5,1812.5,0.0,0.0
ETH - Etanol Hidratado,H16,1700.0,1700.0,0.0,0.0
ETH - Etanol Hidratado,K16,1455.0,1455.0,0.0,0.0
ETH - Etanol Hidratado,M16,1455.0,1455.0,0.0,0.0
ETH - Etanol Hidratado,N16,1455.0,1455.0,0.0,0.0
ETH - Etanol Hidratado,Q16,1455.0,1455.0,0.0,0.0
ETH - Etanol Hidratado,U16,1470.0,1470.0,0.0,0.0
ETH - Etanol Hidratado,V16,1470.0,1475.0,5.0,150.0
ETH - Etanol Hidratado,X16,1475.0,1475.0,0.0,0.0
EUR - Euro (em Reais),G16,4408.733,4435.705,26.972,1348.6
EUR - Euro (em Reais),H16,4446.846,4473.006,26.16,1308.0
EUR - Euro (em Reais),J16,4492.311,4517.84,25.529,1276.45
EUR - Euro (em Reais),N16,4624.657,4648.437,23.78,1189.0
EUR - Euro (em Reais),V16,4758.367,4780.461,22.094,1104.7
EUR - Euro (em Reais),V17,5357.405,5379.95,22.545,1127.25
FRC - FRA de cupom,H16,2.74,2.92,0.18,0.09
FRC - FRA de cupom,J16,2.95,3.08,0.13,0.06
FRC - FRA de cupom,K16,3.05,3.17,0.12,0.06
FRC - FRA de cupom,M16,3.26,3.32,0.06,0.03
FRC - FRA de cupom,N16,3.42,3.5,0.08,0.04
FRC - FRA de cupom,Q16,3.75,3.8,0.05,0.02
FRC - FRA de cupom,U16,3.9,3.91,0.01,0.0
FRC - FRA de cupom,V16,4.05,4.12,0.07,0.03
