Mercadoria,Vencimento,AjusteAnterior,AjusteAtual,Variacao,AjustePorContrato
AFS - Rande da África do Sul (em USD),G21,15042.2,15110.4,68.2,239.78
AFS - Rande da África do Sul (em USD),H21,15092.6,15162.8,70.2,246.81
AFS - Rande da África do Sul (em USD),J21,15158.0,15227.9,69.9,245.75
AFS - Rande da África do Sul (em USD),K21,15209.1,15282.3,73.2,257.36
AFS - Rande da África do Sul (em USD),M21,15265.0,15334.4,69.4,243.99
ARB - Peso Argentino (em Reais),G21,59.582,60.008,0.426,63.9
ARB - Peso Argentino (em Reais),H21,56.262,57.458,1.196,179.4
ARB - Peso Argentino (em Reais),J21,52.748,54.147,1.399,209.85
ARB - Peso Argentino (em Reais),K21,49.921,51.269,1.348,202.2
ARB - Peso Argentino (em Reais),M21,47.12,48.407,1.287,193.05
ARS - Peso Argentino (em USD),G21,88416.3,87669.2,-747.1,463.88
ARS - Peso Argentino (em USD),H21,93705.7,91625.3,-2080.4,1291.75
ARS - Peso Argentino (em USD),J21,100047.8,97314.9,-2732.9,1696.9
ARS - Peso Argentino (em USD),K21,105818.1,102872.6,-2945.5,1828.91
ARS - Peso Argentino (em USD),M21,112249.3,109089.9,-3159.4,1961.72
AUD - Dólar Australiano (em Reais),G21,4093.905,4104.435,10.53,631.8
AUD - Dólar Australiano (em Reais),H21,4097.843,4108.254,10.411,624.66
AUD - Dólar Australiano (em Reais),J21,4103.048,4113.099,10.051,603.06
AUD - Dólar Australiano (em Reais),K21,4107.867,4117.762,9.895,593.7
AUD - Dólar Australiano (em Reais),M21,4113.765,4123.631,9.866,591.96
AUS - Dólar Australiano (em USD),G21,777.121,780.183,3.062,161.18
AUS - Dólar Australiano (em USD),H21,777.277,780.352,3.075,161.87
AUS - Dólar Australiano (em USD),J21,777.48,780.571,3.091,162.71
AUS - Dólar Australiano (em USD),K21,777.628,780.737,3.109,163.66
AUS - Dólar Australiano (em USD),M21,777.765,780.879,3.114,163.92
B3SAO - Contrato Futuro de B3SA3,F21,61.14,59.8,-1.34,1.34
B3SAO - Contrato Futuro de B3SA3,G21,61.23,59.89,-1.34,1.34
BGI - Boi gordo,F21,277.75,277.5,-0.25,82.5
BGI - Boi gordo,G21,278.8,279.2,0.4,132.0
BGI - Boi gordo,H21,270.45,270.85,0.4,132.0
BGI - Boi gordo,J21,270.45,270.85,0.4,132.0
BGI - Boi gordo,K21,272.0,272.4,0.4,132.0
BGI - Boi gordo,M21,263.2,263.6,0.4,132.0
BGI - Boi gordo,N21,273.0,273.0,0.0,0.0
BGI - Boi gordo,Q21,254.75,254.75,0.0,0.0
BGI - Boi gordo,U21,261.6,261.6,0.0,0.0
BGI - Boi gordo,V21,270.0,276.0,6.0,1980.0
BGI - Boi gordo,Z21,262.25,262.25,0.0,0.0
BRI - Futuro do Índice Brasil 50,G21,19818.0,19857.0,39.0,390.0
BRI - Futuro do Índice Brasil 50,J21,19875.0,19915.0,40.0,400.0
CAD - Dólar Canadense (em Reais),G21,4160.346,4151.294,-9.052,543.12
CAD - Dólar Canadense (em Reais),H21,4163.735,4154.498,-9.237,554.22
CAD - Dólar Canadense (em Reais),J21,4168.305,4158.605,-9.7,582.0
CAD - Dólar Canadense (em Reais),K21,4172.581,4162.636,-9.945,596.7
CAD - Dólar Canadense (em Reais),M21,4177.895,4167.923,-9.972,598.32
CAN - Dólar Canadense (em USD),G21,1266.25,1267.282,1.032,42.9
CAN - Dólar Canadense (em USD),H21,1266.183,1267.208,1.025,42.61
CAN - Dólar Canadense (em USD),J21,1266.07,1267.096,1.026,42.65
CAN - Dólar Canadense (em USD),K21,1266.017,1267.033,1.016,42.24
CAN - Dólar Canadense (em USD),M21,1265.999,1267.0,1.001,41.61
CCM - Milho,F21,84.39,82.81,-1.58,711.0
