Mercadoria,Vencimento,AjusteAnterior,AjusteAtual,Variacao,AjustePorContrato
AFS - Rande da África do Sul (em USD),M21,14001.9,13984.5,-17.4,65.78
AFS - Rande da África do Sul (em USD),N21,14062.9,14048.0,-14.9,56.33
AFS - Rande da África do Sul (em USD),Q21,14124.9,14108.6,-16.3,61.62
AFS - Rande da África do Sul (em USD),U21,14185.8,14169.5,-16.3,61.62
AFS - Rande da África do Sul (em USD),V21,14246.7,14231.6,-15.1,57.08
ARB - Peso Argentino (em Reais),M21,55.566,56.345,0.779,116.85
ARB - Peso Argentino (em Reais),N21,54.231,54.923,0.692,103.8
ARB - Peso Argentino (em Reais),Q21,52.95,53.604,0.654,98.1
ARB - Peso Argentino (em Reais),U21,51.511,52.22,0.709,106.35
ARB - Peso Argentino (em Reais),V21,49.849,50.561,0.712,106.8
ARS - Peso Argentino (em USD),M21,95095.8,95047.3,-48.5,27.19
ARS - Peso Argentino (em USD),N21,97691.1,97761.5,70.4,39.47
ARS - Peso Argentino (em USD),Q21,100344.7,100455.5,110.8,62.12
ARS - Peso Argentino (em USD),U21,103495.5,103478.4,-17.1,9.58
ARS - Peso Argentino (em USD),V21,107304.0,107231.5,-72.5,40.65
AUD - Dólar Australiano (em Reais),M21,4106.986,4141.504,34.518,2071.08
AUD - Dólar Australiano (em Reais),N21,4118.223,4152.801,34.578,2074.68
AUD - Dólar Australiano (em Reais),Q21,4130.752,4165.304,34.552,2073.12
AUD - Dólar Australiano (em Reais),U21,4145.058,4180.313,35.255,2115.3
AUD - Dólar Australiano (em Reais),V21,4159.34,4194.749,35.409,2124.54
AUS - Dólar Australiano (em USD),M21,777.232,773.33,-3.902,208.66
AUS - Dólar Australiano (em USD),N21,777.337,773.434,-3.903,208.72
AUS - Dólar Australiano (em USD),Q21,777.439,773.533,-3.906,208.88
AUS - Dólar Australiano (em USD),U21,777.519,773.613,-3.906,208.88
AUS - Dólar Australiano (em USD),V21,777.596,773.694,-3.902,208.66
B3SAO - Contrato Futuro de B3SA3,K21,17.25,17.35,0.1,0.1
B3SAO - Contrato Futuro de B3SA3,M21,17.3,17.4,0.1,0.1
B3SAO - Contrato Futuro de B3SA3,N21,17.35,17.45,0.1,0.1
BGI - Boi gordo,K21,313.2,311.5,-1.7,561.0
BGI - Boi gordo,M21,325.65,322.75,-2.9,957.0
BGI - Boi gordo,N21,333.55,330.95,-2.6,858.0
BGI - Boi gordo,Q21,335.05,332.8,-2.25,742.5
BGI - Boi gordo,U21,340.6,338.3,-2.3,759.0
BGI - Boi gordo,V21,344.85,342.55,-2.3,759.0
BGI - Boi gordo,X21,345.15,342.85,-2.3,759.0
BGI - Boi gordo,Z21,344.9,342.6,-2.3,759.0
BRI - Futuro do Índice Brasil 50,M21,20644.0,20589.0,-55.0,550.0
BRI - Futuro do Índice Brasil 50,Q21,20768.0,20712.0,-56.0,560.0
CAD - Dólar Canadense (em Reais),M21,4382.2,4439.507,57.307,3438.42
CAD - Dólar Canadense (em Reais),N21,4393.582,4451.0,57.418,3445.08
CAD - Dólar Canadense (em Reais),Q21,4406.367,4463.853,57.486,3449.16
