Mercadoria,Vencimento,AjusteAnterior,AjusteAtual,Variacao,AjustePorContrato
AFS - Rande da África do Sul (em USD),K20,19075.0,19051.6,-23.4,67.41
AFS - Rande da África do Sul (em USD),M20,19126.4,19104.4,-22.0,63.38
AFS - Rande da África do Sul (em USD),N20,19182.9,19158.3,-24.6,70.87
ARB - Peso Argentino (em Reais),K20,81.924,84.706,2.782,417.3
ARB - Peso Argentino (em Reais),M20,78.229,80.626,2.397,359.55
ARB - Peso Argentino (em Reais),N20,74.768,77.357,2.589,388.35
ARS - Peso Argentino (em USD),K20,67041.6,67145.0,103.4,68574.77
ARS - Peso Argentino (em USD),M20,70309.5,70652.3,342.8,227344.61
ARS - Peso Argentino (em USD),N20,73639.9,73731.7,91.8,60881.66
AUD - Dólar Australiano (em Reais),K20,3507.466,3629.299,121.833,7309.98
AUD - Dólar Australiano (em Reais),M20,3512.816,3635.287,122.471,7348.26
AUD - Dólar Australiano (em Reais),N20,3516.618,3640.09,123.472,7408.32
AUS - Dólar Australiano (em USD),K20,638.611,638.107,-0.504,28.77
AUS - Dólar Australiano (em USD),M20,638.665,638.168,-0.497,28.37
AUS - Dólar Australiano (em USD),N20,638.697,638.199,-0.498,28.43
B3SAO - Contrato Futuro de B3SA3,K20,41.33,37.07,-4.26,4.26
B3SAO - Contrato Futuro de B3SA3,M20,41.42,37.16,-4.26,4.26
BGI - Boi gordo,J20,197.7,201.7,4.0,1320.0
BGI - Boi gordo,K20,189.4,193.25,3.85,1270.5
BGI - Boi gordo,M20,189.1,192.95,3.85,1270.5
BGI - Boi gordo,N20,188.45,192.5,4.05,1336.5
BGI - Boi gordo,Q20,184.0,187.95,3.95,1303.5
BGI - Boi gordo,U20,185.1,189.05,3.95,1303.5
BGI - Boi gordo,V20,189.4,193.45,4.05,1336.5
BGI - Boi gordo,X20,195.3,199.5,4.2,1386.0
BGI - Boi gordo,Z20,195.3,199.5,4.2,1386.0
BRI - Futuro do Índice Brasil 50,M20,12884.0,12164.0,-720.0,7200.0
BRI - Futuro do Índice Brasil 50,Q20,12934.0,12219.0,-715.0,7150.0
CAD - Dólar Canadense (em Reais),K20,3908.152,4030.71,122.558,7353.48
CAD - Dólar Canadense (em Reais),M20,3914.495,4037.619,123.124,7387.44
CAD - Dólar Canadense (em Reais),N20,3919.234,4043.587,124.353,7461.18
CAN - Dólar Canadense (em USD),K20,1405.353,1411.067,5.714,223.18
CAN - Dólar Canadense (em USD),M20,1405.099,1410.841,5.742,224.27
CAN - Dólar Canadense (em USD),N20,1404.847,1410.552,5.705,222.83
CCM - Milho,K20,45.83,47.24,1.41,634.5
CCM - Milho,N20,42.67,43.92,1.25,562.5
CCM - Milho,U20,42.47,43.71,1.24,558.0
CCM - Milho,X20,44.4,45.75,1.35,607.5
CCM - Milho,F21,46.02,46.5,0.48,216.0
CCM - Milho,H21,45.75,45.8,0.05,22.5
CCM - Milho,K21,45.0,45.05,0.05,22.5
CCM - Milho,U21,43.43,43.43,0.0,0.0
CCROO - Contrato Futuro de CCRO3,K20,13.11,12.06,-1.05,1.05
CCROO - Contrato Futuro de CCRO3,M20,13.14,12.09,-1.05,1.05
CHF - Franco Suíço (em Reais),K20,5629.121,5833.438,204.317,10215.85
CHF - Franco Suíço (em Reais),M20,5641.863,5847.9,206.037,10301.85
CHF - Franco Suíço (em Reais),N20,5653.482,5861.362,207.88,10394.0
CHL - Peso Chileno (em USD),K20,858467.5,857750.0,-717.5,45.84
CHL - Peso Chileno (em USD),M20,857642.5,857187.4,-455.1,29.07
CHL - Peso Chileno (em USD),N20,856669.9,856304.5,-365.4,23.34
CIELO - Contrato Futuro de CIEL3,K20,4.27,4.09,-0.18,0.18
CIELO - Contrato Futuro de CIEL3,M20,4.27,4.09,-0.18,0.18
CLP - Peso Chileno (em Reais),K20,6397.8,6630.8,233.0,5825.0
CLP - Peso Chileno (em Reais),M20,6413.2,6645.5,232.3,5807.5
CLP - Peso Chileno (em Reais),N20,6427.1,6660.8,233.7,5842.5
CMIGP - Contrato Futuro de CMIG4,K20,9.87,8.77,-1.1,1.1
CMIGP - Contrato Futuro de CMIG4,M20,9.89,8.79,-1.1,1.1
CNH - Iuan Chinês Offshore (em USD),K20,7086.613,7095.556,8.943,69.26
CNH - Iuan Chinês Offshore (em USD),M20,7090.603,7099.864,9.261,71.72
CNH - Iuan Chinês Offshore (em USD),N20,7095.17,7104.648,9.478,73.4
CNY - Iuan Chinês Onshore (em Reais),K20,7760.404,8026.874,266.47,9326.45
CNY - Iuan Chinês Onshore (em Reais),M20,7763.011,8028.612,265.601,9296.03
CNY - Iuan Chinês Onshore (em Reais),N20,7762.539,8029.874,267.335,9356.72
COGNO - Contrato Futuro de COGNO,K20,4.91,4.62,-0.29,0.29
COGNO - Contrato Futuro de COGNO,M20,4.92,4.63,-0.29,0.29
DAP - Cupom de DI x IPCA,K20,99589.41,99590.28,0.87,1.16
DAP - Cupom de DI x IPCA,M20,98980.92,98952.18,-28.74,38.42
DAP - Cupom de DI x IPCA,N20,98673.06,98600.02,-73.04,97.65
DAP - Cupom de DI x IPCA,Q20,98304.05,98189.9,-114.15,152.61
DAP - Cupom de DI x IPCA,F21,98601.72,98306.42,-295.3,394.8
DAP - Cupom de DI x IPCA,K21,98590.02,98141.46,-448.56,599.7
DAP - Cupom de DI x IPCA,F22,97973.27,96967.42,-1005.85,1344.78
DAP - Cupom de DI x IPCA,Q22,96291.0,95050.54,-1240.46,1658.44
DAP - Cupom de DI x IPCA,K23,94730.36,92631.58,-2098.78,2805.99
DAP - Cupom de DI x IPCA,Q24,90172.99,87350.25,-2822.74,3773.89
DAP - Cupom de DI x IPCA,K25,87107.4,83889.66,-3217.74,4301.99
DAP - Cupom de DI x IPCA,Q26,82462.14,79114.98,-3347.16,4475.02
DAP - Cupom de DI x IPCA,Q28,74006.5,70326.93,-3679.57,4919.44
DAP - Cupom de DI x IPCA,Q30,68587.03,64832.9,-3754.13,5019.13
DAP - Cupom de DI x IPCA,K35,52636.63,48784.88,-3851.75,5149.64
DCO - Cupom Cambial em OC1,K20,100766.87,104348.73,3581.86,9754.65
DCO - Cupom Cambial em OC1,M20,100668.65,104247.51,3578.86,9746.48
DCO - Cupom Cambial em OC1,N20,100542.67,104110.03,3567.36,9715.16
DCO - Cupom Cambial em OC1,Q20,100397.61,103951.75,3554.14,9679.16
DCO - Cupom Cambial em OC1,U20,100276.96,103812.51,3535.55,9628.54
DCO - Cupom Cambial em OC1,V20,100115.99,103667.53,3551.54,9672.08
DCO - Cupom Cambial em OC1,X20,99925.8,103472.6,3546.8,9659.17
DCO - Cupom Cambial em OC1,Z20,99755.43,103258.2,3502.77,9539.26
DCO - Cupom Cambial em OC1,F21,99541.12,103013.58,3472.46,9456.72
DCO - Cupom Cambial em OC1,G21,99377.49,102820.92,3443.43,9377.66
DCO - Cupom Cambial em OC1,H21,99219.71,102615.12,3395.41,9246.88
DCO - Cupom Cambial em OC1,J21,98998.37,102373.01,3374.64,9190.32
DCO - Cupom Cambial em OC1,N21,98495.77,101837.31,3341.54,9100.18
DCO - Cupom Cambial em OC1,V21,97988.08,101300.02,3311.94,9019.57
DCO - Cupom Cambial em OC1,F22,97482.29,100744.87,3262.58,8885.14
DCO - Cupom Cambial em OC1,J22,96987.4,100255.96,3268.56,8901.43
DCO - Cupom Cambial em OC1,N22,96519.33,99734.71,3215.38,8756.6
DCO - Cupom Cambial em OC1,V22,95971.39,99237.74,3266.35,8895.41
DCO - Cupom Cambial em OC1,F23,95457.72,98786.16,3328.44,9064.5
DCO - Cupom Cambial em OC1,J23,94935.27,98270.28,3335.01,9082.39
DCO - Cupom Cambial em OC1,N23,94469.69,97784.9,3315.21,9028.47
DCO - Cupom Cambial em OC1,V23,93830.34,97185.72,3355.38,9137.87
DCO - Cupom Cambial em OC1,F24,93151.19,96564.97,3413.78,9296.91
DCO - Cupom Cambial em OC1,J24,92619.05,96048.31,3429.26,9339.07
DCO - Cupom Cambial em OC1,N24,91921.86,95381.77,3459.91,9422.54
DCO - Cupom Cambial em OC1,V24,91382.3,94833.15,3450.85,9397.87
DCO - Cupom Cambial em OC1,F25,90550.28,94044.82,3494.54,9516.85
DCO - Cupom Cambial em OC1,J25,89909.85,93404.04,3494.19,9515.9
DCO - Cupom Cambial em OC1,N25,89202.93,92640.39,3437.46,9361.4
DCO - Cupom Cambial em OC1,F26,87724.94,91108.08,3383.14,9213.47
DCO - Cupom Cambial em OC1,N26,86353.11,89952.73,3599.62,9803.02
DCO - Cupom Cambial em OC1,F27,84711.07,88566.55,3855.48,10499.82
DCO - Cupom Cambial em OC1,F28,82243.23,86090.01,3846.78,10476.12
DCO - Cupom Cambial em OC1,F29,79911.36,83750.15,3838.79,10454.36
DCO - Cupom Cambial em OC1,F30,77644.37,81424.38,3780.01,10294.29
DCO - Cupom Cambial em OC1,F31,75584.99,79344.09,3759.1,10237.34
DCO - Cupom Cambial em OC1,F33,71579.24,75275.46,3696.22,10066.1
DCO - Cupom Cambial em OC1,F35,67554.27,71228.09,3673.82,10005.09
DDI - Cupom cambial,K20,100766.87,104348.73,3581.86,9754.65
DDI - Cupom cambial,M20,100668.65,104247.51,3578.86,9746.48
DDI - Cupom cambial,N20,100542.67,104110.03,3567.36,9715.16
DDI - Cupom cambial,Q20,100397.61,103951.75,3554.14,9679.16
DDI - Cupom cambial,U20,100276.96,103812.51,3535.55,9628.54
DDI - Cupom cambial,V20,100115.99,103667.53,3551.54,9672.08
DDI - Cupom cambial,X20,99925.8,103472.6,3546.8,9659.17
