Mercadoria,Vencimento,AjusteAnterior,AjusteAtual,Variacao,AjustePorContrato
AUD - Dólar Australiano (em Reais),G16,2892.577,2859.675,-32.902,1974.12
AUD - Dólar Australiano (em Reais),H16,2913.454,2852.829,-60.625,3637.5
AUD - Dólar Australiano (em Reais),J16,2935.51,2875.06,-60.45,3627.0
BGI - Boi gordo,F16,150.65,150.93,0.28,92.4
BGI - Boi gordo,G16,154.17,154.05,-0.12,39.6
BGI - Boi gordo,H16,154.5,155.2,0.7,231.0
BGI - Boi gordo,J16,154.25,154.59,0.34,112.2
BGI - Boi gordo,K16,153.78,153.81,0.03,9.9
BGI - Boi gordo,N16,156.74,156.94,0.2,66.0
BGI - Boi gordo,Q16,158.5,158.64,0.14,46.2
BGI - Boi gordo,U16,159.88,160.29,0.41,135.3
BGI - Boi gordo,V16,161.39,161.9,0.51,168.3
BGI - Boi gordo,X16,162.49,163.0,0.51,168.3
BGI - Boi gordo,K17,162.6,163.11,0.51,168.3
BGI - Boi gordo,V17,168.54,169.05,0.51,168.3
BRI - Futuro do Índice Brasil 50,G16,6584.0,6884.0,300.0,3000.0
BRI - Futuro do Índice Brasil 50,J16,6706.0,7009.0,303.0,3030.0
CAD - Dólar Canadense (em Reais),G16,2904.158,2872.837,-31.321,1879.26
CAD - Dólar Canadense (em Reais),H16,2928.477,2875.469,-53.008,3180.48
CAD - Dólar Canadense (em Reais),J16,2955.432,2902.725,-52.707,3162.42
CCM - Milho,H16,40.13,39.8,-0.33,148.5
CCM - Milho,K16,38.34,38.02,-0.32,144.0
CCM - Milho,U16,36.75,36.66,-0.09,40.5
CCM - Milho,X16,37.81,37.7,-0.11,49.5
CHF - Franco Suíço (em Reais),G16,4022.484,3945.542,-76.942,3847.1
CHF - Franco Suíço (em Reais),H16,4059.73,3950.498,-109.232,5461.6
CHF - Franco Suíço (em Reais),J16,4103.525,3994.159,-109.366,5468.3
CLP - Peso Chileno (em Reais),G16,5743.0,5691.68,-51.32,1283.0
CLP - Peso Chileno (em Reais),H16,5773.2,5638.8,-134.4,3360.0
CNY - Iuan Chinês Onshore (em Reais),G16,6201.84,6145.194,-56.646,1982.61
DAP - Cupom de DI x IPCA,K17,93792.51,93796.23,3.72,51.98
DAP - Cupom de DI x IPCA,Q18,85951.99,85955.4,3.41,251.16
DDI - Cupom cambial,G16,99999.97,98944.1,-1055.87,1798.75
DDI - Cupom cambial,H16,98827.06,97783.57,-1043.49,3753.99
DDI - Cupom cambial,J16,98606.42,97565.26,-1041.16,3690.3
DDI - Cupom cambial,K16,98382.66,97343.86,-1038.8,3638.42
DDI - Cupom cambial,M16,98120.05,97084.03,-1036.02,3577.65
DDI - Cupom cambial,N16,97836.15,96803.13,-1033.02,3540.26
DDI - Cupom cambial,Q16,97480.4,96451.13,-1029.27,3455.97
DDI - Cupom cambial,U16,97133.24,96107.64,-1025.6,3348.81
DDI - Cupom cambial,V16,96735.53,95714.13,-1021.4,3292.31
DDI - Cupom cambial,X16,96359.06,95341.63,-1017.43,3250.78
DDI - Cupom cambial,Z16,96054.08,95039.87,-1014.21,3105.46
DDI - Cupom cambial,F17,95636.65,94626.85,-1009.8,3101.56
DDI - Cupom cambial,G17,95294.44,94288.25,-1006.19,3025.62
DDI - Cupom cambial,H17,95001.23,93998.14,-1003.09,2956.26
DDI - Cupom cambial,J17,94635.35,93636.12,-999.23,2901.11
DDI - Cupom cambial,N17,93703.53,92714.14,-989.39,2729.97
DDI - Cupom cambial,V17,92670.29,91691.81,-978.48,2762.58
DDI - Cupom cambial,F18,91640.77,90673.16,-967.61,2740.37
DDI - Cupom cambial,J18,90776.24,89817.76,-958.48,2561.74
DDI - Cupom cambial,N18,89886.06,88936.98,-949.08,2363.76
DDI - Cupom cambial,V18,89130.05,88188.95,-941.1,2190.57
DDI - Cupom cambial,F19,88252.38,87320.55,-931.83,2257.95
DDI - Cupom cambial,J19,87403.37,86480.5,-922.87,2217.7
DDI - Cupom cambial,N19,86613.11,85698.59,-914.52,2087.92
DDI - Cupom cambial,V19,85791.53,84885.68,-905.85,1965.02
DDI - Cupom cambial,F20,85043.88,84145.93,-897.95,1985.23
DDI - Cupom cambial,J20,84265.46,83375.72,-889.74,1723.66
DDI - Cupom cambial,N20,83499.05,82617.41,-881.64,1552.06
DDI - Cupom cambial,V20,82456.44,81585.81,-870.63,1668.82
DDI - Cupom cambial,F21,81389.69,80530.32,-859.37,1782.04
DDI - Cupom cambial,N21,79542.84,78702.97,-839.87,1696.3
DDI - Cupom cambial,F22,76911.54,76099.45,-812.09,1526.5
DDI - Cupom cambial,F23,72233.24,71470.55,-762.69,1329.44
DDI - Cupom cambial,F24,67586.86,66873.23,-713.63,1196.49
DDI - Cupom cambial,F25,63108.85,62442.5,-666.35,1015.25
DDI - Cupom cambial,F26,59485.82,58857.73,-628.09,911.56
DI1 - DI de 1 dia,G16,100000.0,99947.57,-52.43,0.11
DI1 - DI de 1 dia,H16,99007.75,98955.84,-51.91,0.04
DI1 - DI de 1 dia,J16,97860.32,97809.01,-51.31,0.87
DI1 - DI de 1 dia,K16,96824.21,96773.44,-50.77,2.74
DI1 - DI de 1 dia,M16,95746.27,95696.07,-50.2,9.24
DI1 - DI de 1 dia,N16,94617.31,94567.7,-49.61,18.43
DI1 - DI de 1 dia,Q16,93551.11,93502.06,-49.05,21.02
DI1 - DI de 1 dia,U16,92396.93,92348.48,-48.45,24.09
DI1 - DI de 1 dia,V16,91355.89,91307.99,-47.9,26.13
DI1 - DI de 1 dia,X16,90362.95,90315.57,-47.38,33.05
DI1 - DI de 1 dia,Z16,89380.37,89333.51,-46.86,40.7
DI1 - DI de 1 dia,F17,88311.96,88265.66,-46.3,48.72
DI1 - DI de 1 dia,G17,87213.74,87168.01,-45.73,43.25
DI1 - DI de 1 dia,H17,86325.16,86279.9,-45.26,39.22
DI1 - DI de 1 dia,J17,85203.3,85158.63,-44.67,33.18
DI1 - DI de 1 dia,N17,82267.32,82224.19,-43.13,2.08
DI1 - DI de 1 dia,V17,79216.01,79174.48,-41.53,13.99
DI1 - DI de 1 dia,F18,76409.52,76369.46,-40.06,9.93
DI1 - DI de 1 dia,J18,73579.99,73541.41,-38.58,3.12
DI1 - DI de 1 dia,N18,70791.54,70754.42,-37.12,62.24
DI1 - DI de 1 dia,V18,68075.36,68039.67,-35.69,170.61
DI1 - DI de 1 dia,F19,65524.23,65489.87,-34.36,249.54
DI1 - DI de 1 dia,J19,63147.26,63114.15,-33.11,313.06
DI1 - DI de 1 dia,N19,60752.5,60720.65,-31.85,304.92
DI1 - DI de 1 dia,V19,58381.11,58350.5,-30.61,371.89
DI1 - DI de 1 dia,F20,56195.89,56166.43,-29.46,455.67
DI1 - DI de 1 dia,J20,54149.33,54120.94,-28.39,443.32
DI1 - DI de 1 dia,N20,52207.27,52179.9,-27.37,475.46
DI1 - DI de 1 dia,V20,50271.03,50244.67,-26.36,524.25
DI1 - DI de 1 dia,F21,48465.6,48440.19,-25.41,512.05
DI1 - DI de 1 dia,J21,46738.34,46713.83,-24.51,562.86
DI1 - DI de 1 dia,N21,45046.16,45022.54,-23.62,609.3
DI1 - DI de 1 dia,V21,43336.91,43314.19,-22.72,651.2
DI1 - DI de 1 dia,F22,41741.87,41719.98,-21.89,690.02
DI1 - DI de 1 dia,N22,38713.53,38693.23,-20.3,694.53
DI1 - DI de 1 dia,F23,35840.99,35822.2,-18.79,696.99
DI1 - DI de 1 dia,N23,33308.27,33290.81,-17.46,761.52
DI1 - DI de 1 dia,F24,30714.46,30698.36,-16.1,589.54
DI1 - DI de 1 dia,N24,28440.87,28425.96,-14.91,543.26
DI1 - DI de 1 dia,F25,26239.59,26225.83,-13.76,498.14
DI1 - DI de 1 dia,F26,22443.35,22431.58,-11.77,547.73
DI1 - DI de 1 dia,F27,19067.98,19057.98,-10.0,441.37
DI1 - DI de 1 dia,F29,14095.34,14087.95,-7.39,384.71
DI1 - DI de 1 dia,F30,12118.83,12112.48,-6.35,355.8
DOL - Dólar comercial,G16,4078.798,4042.8,-35.998,1799.9
DOL - Dólar comercial,H16,4111.288,4035.435,-75.853,3792.65
DOL - Dólar comercial,J16,4149.046,4073.623,-75.423,3771.15
DOL - Dólar comercial,K16,4182.948,4107.872,-75.076,3753.8
DOL - Dólar comercial,M16,4217.395,4143.031,-74.364,3718.2
DOL - Dólar comercial,N16,4254.378,4180.334,-74.044,3702.2
DOL - Dólar comercial,Q16,4285.564,4212.604,-72.96,3648.0
DOL - Dólar comercial,U16,4321.435,4250.036,-71.399,3569.95
DOL - Dólar comercial,V16,4351.736,4280.867,-70.869,3543.45
DOL - Dólar comercial,X16,4381.447,4311.063,-70.384,3519.2
DOL - Dólar comercial,Z16,4412.176,4344.661,-67.515,3375.75
DOL - Dólar comercial,F17,4445.939,4378.114,-67.825,3391.25
DOL - Dólar comercial,G17,4484.577,4417.382,-67.195,3359.75
DOL - Dólar comercial,J17,4556.699,4490.34,-66.359,3317.95
DOL - Dólar comercial,N17,4671.322,4604.8,-66.522,3326.1
DOL - Dólar comercial,F18,4919.807,4848.68,-71.127,3556.35
DOL - Dólar comercial,N18,5204.655,5133.26,-71.395,3569.75
DOL - Dólar comercial,N19,5861.914,5763.705,-98.209,4910.45
DOL - Dólar comercial,F21,6936.089,6789.191,-146.898,7344.9
ETH - Etanol Hidratado,F16,1811.0,1808.5,-2.5,75.0
ETH - Etanol Hidratado,G16,1835.0,1842.0,7.0,210.0
ETH - Etanol Hidratado,H16,1730.0,1730.0,0.0,0.0
ETH - Etanol Hidratado,K16,1455.0,1455.0,0.0,0.0
ETH - Etanol Hidratado,M16,1455.0,1455.0,0.0,0.0
ETH - Etanol Hidratado,N16,1455.0,1455.0,0.0,0.0
ETH - Etanol Hidratado,Q16,1455.0,1455.0,0.0,0.0
ETH - Etanol Hidratado,U16,1460.0,1460.0,0.0,0.0
ETH - Etanol Hidratado,V16,1475.0,1475.0,0.0,0.0
ETH - Etanol Hidratado,X16,1475.0,1475.0,0.0,0.0
