Mercadoria,Vencimento,AjusteAnterior,AjusteAtual,Variacao,AjustePorContrato
AUD - Dólar Australiano (em Reais),V14,2129.152,2130.99,1.838,110.28
AUD - Dólar Australiano (em Reais),X14,2143.267,2144.449,1.182,70.92
AUD - Dólar Australiano (em Reais),Z14,2155.004,2156.368,1.364,81.84
BGI - Boi gordo,U14,128.69,128.83,0.14,46.2
BGI - Boi gordo,V14,128.26,128.52,0.26,85.8
BGI - Boi gordo,X14,129.6,129.7,0.1,33.0
BGI - Boi gordo,Z14,130.2,130.2,0.0,0.0
BGI - Boi gordo,F15,129.1,129.2,0.1,33.0
BGI - Boi gordo,K15,125.6,125.72,0.12,39.6
BRI - Futuro do Índice Brasil 50,V14,9902.0,9794.0,-108.0,1080.0
BRI - Futuro do Índice Brasil 50,Z14,10058.0,9949.0,-109.0,1090.0
CAD - Dólar Canadense (em Reais),V14,2165.573,2177.665,12.092,725.52
CAD - Dólar Canadense (em Reais),X14,2183.306,2195.128,11.822,709.32
CAD - Dólar Canadense (em Reais),Z14,2198.321,2210.357,12.036,722.16
CCM - Milho,X14,23.34,23.01,-0.33,148.5
CCM - Milho,F15,24.41,24.25,-0.16,72.0
CCM - Milho,H15,25.46,25.25,-0.21,94.5
CCM - Milho,K15,25.0,25.1,0.1,45.0
CHF - Franco Suíço (em Reais),V14,2540.068,2538.05,-2.018,100.9
CHF - Franco Suíço (em Reais),X14,2564.028,2561.171,-2.857,142.85
CHF - Franco Suíço (em Reais),Z14,2584.013,2581.518,-2.495,124.75
CLP - Peso Chileno (em Reais),V14,3967.2,3999.3,32.1,802.5
CLP - Peso Chileno (em Reais),X14,3986.4,4021.3,34.9,872.5
CLP - Peso Chileno (em Reais),Z14,4005.8,4041.6,35.8,895.0
DAP - Cupom de DI x IPCA,K15,97883.01,97860.57,-22.44,115.62
DAP - Cupom de DI x IPCA,K17,87736.06,87715.95,-20.11,169.22
DDI - Cupom cambial,V14,100618.73,100526.76,-91.97,703.05
DDI - Cupom cambial,X14,100556.57,100464.65,-91.92,703.53
DDI - Cupom cambial,Z14,100497.02,100405.16,-91.86,708.32
DDI - Cupom cambial,F15,100366.66,100274.92,-91.74,707.83
DDI - Cupom cambial,J15,100123.86,100032.34,-91.52,715.94
DDI - Cupom cambial,N15,99751.92,99660.74,-91.18,719.44
DDI - Cupom cambial,V15,99301.17,99210.4,-90.77,719.75
DDI - Cupom cambial,F16,98783.37,98693.08,-90.29,710.37
DDI - Cupom cambial,J16,98302.38,98212.53,-89.85,750.63
DDI - Cupom cambial,N16,97758.01,97668.65,-89.36,755.44
DDI - Cupom cambial,V16,97097.51,97008.76,-88.75,785.82
DDI - Cupom cambial,F17,96333.21,96245.16,-88.05,743.55
DDI - Cupom cambial,J17,95587.18,95499.81,-87.37,735.6
DDI - Cupom cambial,N17,94784.51,94697.87,-86.64,768.4
DDI - Cupom cambial,V17,93928.31,93842.45,-85.86,751.42
DDI - Cupom cambial,F18,92929.92,92844.98,-84.94,807.32
DDI - Cupom cambial,J18,92007.72,91923.62,-84.1,805.19
DDI - Cupom cambial,N18,91007.89,90924.7,-83.19,882.04
DDI - Cupom cambial,V18,90034.42,89952.12,-82.3,852.75
DDI - Cupom cambial,F19,88948.07,88866.77,-81.3,782.85
DDI - Cupom cambial,J19,87995.85,87915.42,-80.43,754.6
DDI - Cupom cambial,N19,86972.93,86893.43,-79.5,683.28
DDI - Cupom cambial,V19,85809.3,85730.86,-78.44,521.33
DDI - Cupom cambial,F20,84845.56,84768.01,-77.55,535.71
DDI - Cupom cambial,J20,83851.25,83774.6,-76.65,461.13
DDI - Cupom cambial,N20,82919.43,82843.64,-75.79,480.74
DDI - Cupom cambial,F21,80836.16,80762.27,-73.89,429.01
DDI - Cupom cambial,N21,79000.95,78928.74,-72.21,434.46
DDI - Cupom cambial,F22,76842.94,76772.7,-70.24,393.39
DDI - Cupom cambial,F23,72882.33,72815.71,-66.62,270.47
DDI - Cupom cambial,F24,69416.28,69352.83,-63.45,799.75
DDI - Cupom cambial,F25,65317.52,65257.82,-59.7,746.29
DDI - Cupom cambial,F26,61669.48,61613.11,-56.37,750.4
DI1 - DI de 1 dia,V14,99715.02,99674.41,-40.61,0.03
DI1 - DI de 1 dia,X14,98785.23,98745.0,-40.23,0.35
DI1 - DI de 1 dia,Z14,97980.2,97940.3,-39.9,0.27
DI1 - DI de 1 dia,F15,97094.59,97055.05,-39.54,2.37
DI1 - DI de 1 dia,J15,94599.62,94561.1,-38.52,12.73
DI1 - DI de 1 dia,N15,92067.83,92030.34,-37.49,30.45
DI1 - DI de 1 dia,V15,89363.5,89327.11,-36.39,47.4
DI1 - DI de 1 dia,F16,86823.0,86787.64,-35.36,57.26
DI1 - DI de 1 dia,J16,84438.1,84403.71,-34.39,66.38
DI1 - DI de 1 dia,N16,82095.48,82062.05,-33.43,88.56
DI1 - DI de 1 dia,V16,79740.05,79707.58,-32.47,98.84
DI1 - DI de 1 dia,F17,77611.44,77579.83,-31.61,60.66
DI1 - DI de 1 dia,J17,75478.8,75448.06,-30.74,31.55
DI1 - DI de 1 dia,N17,73451.52,73421.61,-29.91,70.32
DI1 - DI de 1 dia,V17,71380.68,71351.61,-29.07,74.79
DI1 - DI de 1 dia,F18,69538.59,69510.27,-28.32,58.63
DI1 - DI de 1 dia,J18,67667.86,67640.3,-27.56,61.42
DI1 - DI de 1 dia,N18,65830.58,65803.77,-26.81,42.03
DI1 - DI de 1 dia,V18,63994.8,63968.74,-26.06,66.78
DI1 - DI de 1 dia,F19,62455.33,62429.9,-25.43,25.8
DI1 - DI de 1 dia,J19,60792.52,60767.76,-24.76,12.76
DI1 - DI de 1 dia,N19,59146.7,59122.61,-24.09,50.92
DI1 - DI de 1 dia,V19,57579.74,57556.29,-23.45,48.23
DI1 - DI de 1 dia,F20,56100.01,56077.16,-22.85,24.85
DI1 - DI de 1 dia,J20,54559.96,54537.74,-22.22,11.85
DI1 - DI de 1 dia,N20,53087.13,53065.51,-21.62,1.59
DI1 - DI de 1 dia,V20,51732.89,51711.82,-21.07,12.46
DI1 - DI de 1 dia,F21,50451.23,50430.68,-20.55,26.96
DI1 - DI de 1 dia,J21,49164.31,49144.29,-20.02,4.44
DI1 - DI de 1 dia,N21,47888.86,47869.36,-19.5,15.72
DI1 - DI de 1 dia,F22,45360.88,45342.41,-18.47,57.18
DI1 - DI de 1 dia,N22,42991.34,42973.83,-17.51,42.88
DI1 - DI de 1 dia,F23,40692.71,40676.14,-16.57,31.13
DI1 - DI de 1 dia,N23,38615.43,38599.7,-15.73,79.58
DI1 - DI de 1 dia,F24,36627.48,36612.56,-14.92,122.06
DI1 - DI de 1 dia,F25,32733.99,32720.66,-13.33,60.91
DI1 - DI de 1 dia,F29,21209.36,21200.72,-8.64,54.57
DOL - Dólar comercial,V14,2372.934,2387.037,14.103,705.15
DOL - Dólar comercial,X14,2393.777,2408.018,14.241,712.05
DOL - Dólar comercial,Z14,2411.907,2426.365,14.458,722.9
DOL - Dólar comercial,F15,2430.675,2445.32,14.645,732.25
DOL - Dólar comercial,G15,2450.348,2465.319,14.971,748.55
DOL - Dólar comercial,H15,2467.295,2482.481,15.186,759.3
DOL - Dólar comercial,J15,2488.264,2503.741,15.477,773.85
DOL - Dólar comercial,K15,2507.26,2523.072,15.812,790.6
DOL - Dólar comercial,M15,2526.275,2542.447,16.172,808.6
DOL - Dólar comercial,N15,2546.558,2563.036,16.478,823.9
DOL - Dólar comercial,Q15,2569.234,2586.014,16.78,839.0
DOL - Dólar comercial,U15,2590.047,2607.344,17.297,864.85
DOL - Dólar comercial,V15,2611.166,2628.666,17.5,875.0
DOL - Dólar comercial,F16,2673.341,2691.475,18.134,906.7
DOL - Dólar comercial,H16,2711.937,2731.157,19.22,961.0
DOL - Dólar comercial,J16,2734.082,2754.019,19.937,996.85
DOL - Dólar comercial,N16,2795.49,2816.919,21.429,1071.45
DOL - Dólar comercial,V16,2857.273,2880.533,23.26,1163.0
DOL - Dólar comercial,F17,2914.793,2936.24,21.447,1072.35
DOL - Dólar comercial,J17,2975.078,2995.822,20.744,1037.2
DOL - Dólar comercial,N17,3028.824,3052.656,23.832,1191.6
DOL - Dólar comercial,F18,3135.465,3161.339,25.874,1293.7
DOL - Dólar comercial,F21,3771.284,3790.315,19.031,951.55
ETH - Etanol Hidratado,U14,1118.0,1118.0,0.0,0.0
ETH - Etanol Hidratado,V14,1132.5,1132.5,0.0,0.0
ETH - Etanol Hidratado,X14,1180.5,1180.5,0.0,0.0
ETH - Etanol Hidratado,Z14,1225.5,1215.0,-10.5,315.0
ETH - Etanol Hidratado,F15,1240.0,1240.0,0.0,0.0
ETH - Etanol Hidratado,G15,1250.0,1250.0,0.0,0.0
ETH - Etanol Hidratado,H15,1255.0,1255.0,0.0,0.0
EUR - Euro (em Reais),V14,3065.044,3063.914,-1.13,56.5
EUR - Euro (em Reais),X14,3092.434,3091.303,-1.131,56.55
EUR - Euro (em Reais),Z14,3116.322,3115.319,-1.003,50.15
EUR - Euro (em Reais),F15,3141.255,3140.179,-1.076,53.8
EUR - Euro (em Reais),J15,3217.348,3217.025,-0.323,16.15
EUR - Euro (em Reais),V15,3383.533,3385.054,1.521,76.05
EUR - Euro (em Reais),J16,3559.511,3563.643,4.132,206.6
EUR - Euro (em Reais),V16,3740.016,3748.514,8.498,424.9
EUR - Euro (em Reais),J17,3933.308,3937.426,4.118,205.9
EUR - Euro (em Reais),V17,4124.748,4133.652,8.904,445.2
FRC - FRA de cupom,X14,0.68,0.67,-0.01,0.0
FRC - FRA de cupom,Z14,0.75,0.72,-0.03,0.01
FRC - FRA de cupom,F15,0.99,0.97,-0.02,0.01
FRC - FRA de cupom,J15,1.01,0.98,-0.03,0.01
FRC - FRA de cupom,N15,1.17,1.15,-0.02,0.01
FRC - FRA de cupom,V15,1.33,1.31,-0.02,0.01
FRC - FRA de cupom,F16,1.47,1.45,-0.02,0.01
FRC - FRA de cupom,J16,1.58,1.55,-0.03,0.01
FRC - FRA de cupom,N16,1.69,1.65,-0.04,0.02
FRC - FRA de cupom,V16,1.83,1.78,-0.05,0.02
FRC - FRA de cupom,F17,1.97,1.94,-0.03,0.01
FRC - FRA de cupom,J17,2.1,2.07,-0.03,0.01
FRC - FRA de cupom,N17,2.24,2.2,-0.04,0.02
FRC - FRA de cupom,V17,2.37,2.34,-0.03,0.01
FRC - FRA de cupom,F18,2.55,2.51,-0.04,0.02
FRC - FRA de cupom,J18,2.68,2.63,-0.05,0.02
FRC - FRA de cupom,N18,2.84,2.78,-0.06,0.03
FRC - FRA de cupom,F19,3.08,3.04,-0.04,0.02
