Mercadoria,Vencimento,AjusteAnterior,AjusteAtual,Variacao,AjustePorContrato
AFS - Rande da África do Sul (em USD),K19,14456.0,14439.3,-16.7,167.0
AFS - Rande da África do Sul (em USD),M19,14508.3,14492.2,-16.1,161.0
AFS - Rande da África do Sul (em USD),N19,14556.3,14543.4,-12.9,129.0
ARB - Peso Argentino (em Reais),K19,90.033,87.337,-2.696,404.4
ARB - Peso Argentino (em Reais),M19,85.866,83.23,-2.636,395.4
ARB - Peso Argentino (em Reais),N19,82.168,79.494,-2.674,401.1
AUD - Dólar Australiano (em Reais),K19,2796.123,2774.342,-21.781,1306.86
AUD - Dólar Australiano (em Reais),M19,2805.396,2783.846,-21.55,1293.0
AUD - Dólar Australiano (em Reais),N19,2812.882,2791.756,-21.126,1267.56
AUS - Dólar Australiano (em USD),K19,700.62,701.09,0.47,18.67
AUS - Dólar Australiano (em USD),M19,701.25,701.732,0.482,19.14
AUS - Dólar Australiano (em USD),N19,701.719,702.236,0.517,20.53
B3SAO - Contrato Futuro de B3SA3,K19,33.67,34.94,1.27,1.27
B3SAO - Contrato Futuro de B3SA3,M19,33.9,35.17,1.27,1.27
BGI - Boi gordo,J19,157.1,156.75,-0.35,115.5
BGI - Boi gordo,K19,154.7,154.4,-0.3,99.0
BGI - Boi gordo,M19,154.7,153.9,-0.8,264.0
BGI - Boi gordo,N19,155.0,154.2,-0.8,264.0
BGI - Boi gordo,Q19,157.05,156.25,-0.8,264.0
BGI - Boi gordo,U19,158.85,158.05,-0.8,264.0
BGI - Boi gordo,V19,160.55,159.75,-0.8,264.0
BGI - Boi gordo,X19,159.45,158.65,-0.8,264.0
BGI - Boi gordo,Z19,158.95,158.15,-0.8,264.0
BRI - Futuro do Índice Brasil 50,M19,15855.0,16099.0,244.0,2440.0
BRI - Futuro do Índice Brasil 50,Q19,16010.0,16257.0,247.0,2470.0
CAD - Dólar Canadense (em Reais),K19,2958.478,2934.616,-23.862,1431.72
CAD - Dólar Canadense (em Reais),M19,2968.153,2944.351,-23.802,1428.12
CAD - Dólar Canadense (em Reais),N19,2976.0,2952.595,-23.405,1404.3
CAN - Dólar Canadense (em USD),K19,1348.98,1348.45,-0.53,5.3
CAN - Dólar Canadense (em USD),M19,1347.83,1347.363,-0.467,4.67
CAN - Dólar Canadense (em USD),N19,1346.962,1346.45,-0.512,5.12
