Mercadoria,Vencimento,AjusteAnterior,AjusteAtual,Variacao,AjustePorContrato
ABEVO - Contrato Futuro de ABEV3,F24,14.61,14.69,0.08,0.08
ABEVO - Contrato Futuro de ABEV3,G24,14.72,14.8,0.08,0.08
AFS - Rande da África do Sul (em USD),F24,18337.9,18607.8,269.9,711.27
AFS - Rande da África do Sul (em USD),G24,18394.3,18663.8,269.5,710.22
AFS - Rande da África do Sul (em USD),H24,18436.5,18707.8,271.3,714.96
AFS - Rande da África do Sul (em USD),J24,18481.7,18754.2,272.5,718.12
AFS - Rande da África do Sul (em USD),K24,18536.1,18808.0,271.9,716.54
ARB - Peso Argentino (em Reais),F24,5.939,5.918,-0.021,3.15
ARB - Peso Argentino (em Reais),G24,4.269,4.7,0.431,64.65
ARB - Peso Argentino (em Reais),H24,4.256,4.7,0.444,66.6
ARB - Peso Argentino (em Reais),J24,4.538,4.592,0.054,8.1
ARB - Peso Argentino (em Reais),K24,4.087,4.166,0.079,11.85
ARS - Peso Argentino (em USD),F24,832471.2,828355.8,-4115.4,251.22
ARS - Peso Argentino (em USD),G24,1162809.6,1023272.5,0.0,8517.9
ARS - Peso Argentino (em USD),H24,1169506.0,1029165.3,0.0,8566.95
ARS - Peso Argentino (em USD),J24,1100286.2,1078096.4,0.0,1354.55
ARS - Peso Argentino (em USD),K24,1226035.3,1192391.1,0.0,2053.77
AUD - Dólar Australiano (em Reais),F24,3311.49,3286.486,-25.004,1500.24
AUD - Dólar Australiano (em Reais),G24,3328.807,3303.615,-25.192,1511.52
AUD - Dólar Australiano (em Reais),H24,3339.683,3314.506,-25.177,1510.62
AUD - Dólar Australiano (em Reais),J24,3353.05,3327.599,-25.451,1527.06
AUD - Dólar Australiano (em Reais),K24,3367.057,3341.545,-25.512,1530.72
AUS - Dólar Australiano (em USD),F24,669.77,670.399,0.629,30.81
AUS - Dólar Australiano (em USD),G24,670.526,671.151,0.625,30.62
AUS - Dólar Australiano (em USD),H24,671.043,671.692,0.649,31.79
AUS - Dólar Australiano (em USD),J24,671.528,672.18,0.652,31.94
AUS - Dólar Australiano (em USD),K24,672.043,672.67,0.627,30.71
B3SAO - Contrato Futuro de B3SA3,F24,14.82,14.88,0.06,0.06
B3SAO - Contrato Futuro de B3SA3,G24,14.93,15.0,0.07,0.07
BBASO - Contrato Futuro de BBAS3,F24,55.16,55.18,0.02,0.02
BBASO - Contrato Futuro de BBAS3,G24,55.59,55.6,0.01,0.01
BBDCP - Contrato Futuro de BBDC4,F24,17.59,17.71,0.12,0.12
BBDCP - Contrato Futuro de BBDC4,G24,17.72,17.85,0.13,0.13
BGI - Boi gordo,Z23,247.7,248.6,0.9,297.0
BGI - Boi gordo,F24,247.85,248.2,0.35,115.5
BGI - Boi gordo,G24,247.8,247.05,-0.75,247.5
BGI - Boi gordo,H24,246.0,245.75,-0.25,82.5
BGI - Boi gordo,J24,244.65,243.7,-0.95,313.5
BGI - Boi gordo,K24,245.05,244.1,-0.95,313.5
BGI - Boi gordo,M24,235.0,240.5,5.5,1815.0
BGI - Boi gordo,N24,241.8,241.3,-0.5,165.0
BGI - Boi gordo,Q24,248.25,247.75,-0.5,165.0
BGI - Boi gordo,U24,252.5,252.0,-0.5,165.0
BGI - Boi gordo,V24,261.9,261.35,-0.55,181.5
BGI - Boi gordo,X24,248.25,247.95,-0.3,99.0
BGI - Boi gordo,Z24,250.2,249.7,-0.5,165.0
BGI - Boi gordo,F25,257.2,257.2,0.0,0.0
BGI - Boi gordo,Q25,229.35,229.35,0.0,0.0
BHIAO - Contrato Futuro de BHIA3,F24,11.28,10.34,-0.94,0.94
BHIAO - Contrato Futuro de BHIA3,G24,11.37,10.41,-0.96,0.96
BRI - Futuro do Índice Brasil 50,G24,21841.0,21982.0,141.0,1410.0
BRI - Futuro do Índice Brasil 50,J24,22189.0,22330.0,141.0,1410.0
CAD - Dólar Canadense (em Reais),F24,3695.668,3660.893,-34.775,2086.5
CAD - Dólar Canadense (em Reais),G24,3712.67,3677.674,-34.996,2099.76
CAD - Dólar Canadense (em Reais),H24,3723.412,3688.294,-35.118,2107.08
CAD - Dólar Canadense (em Reais),J24,3737.229,3701.699,-35.53,2131.8
CAD - Dólar Canadense (em Reais),K24,3751.805,3716.224,-35.581,2134.86
CAN - Dólar Canadense (em USD),F24,1337.842,1339.095,1.253,45.83
CAN - Dólar Canadense (em USD),G24,1337.17,1338.431,1.261,46.12
CAN - Dólar Canadense (em USD),H24,1336.639,1337.899,1.26,46.08
CAN - Dólar Canadense (em USD),J24,1336.062,1337.347,1.285,47.0
CAN - Dólar Canadense (em USD),K24,1335.405,1336.73,1.325,48.46
CCM - Milho,F24,73.12,72.5,-0.62,279.0
CCM - Milho,H24,76.66,76.4,-0.26,117.0
CCM - Milho,K24,75.52,75.72,0.2,90.0
CCM - Milho,N24,73.46,73.75,0.29,130.5
CCM - Milho,U24,72.4,72.43,0.03,13.5
CCM - Milho,X24,74.37,74.09,-0.28,126.0
CCM - Milho,F25,74.0,74.0,0.0,0.0
CCM - Milho,U25,66.0,66.0,0.0,0.0
CCROO - Contrato Futuro de CCRO3,F24,14.35,14.38,0.03,0.03
CCROO - Contrato Futuro de CCRO3,G24,14.45,14.49,0.04,0.04
CHF - Franco Suíço (em Reais),F24,5689.551,5656.262,-33.289,1664.45
CHF - Franco Suíço (em Reais),G24,5735.292,5701.741,-33.551,1677.55
CHF - Franco Suíço (em Reais),H24,5765.588,5731.866,-33.722,1686.1
CHF - Franco Suíço (em Reais),J24,5801.962,5767.747,-34.215,1710.75
CHF - Franco Suíço (em Reais),K24,5842.093,5807.326,-34.767,1738.35
CHL - Peso Chileno (em USD),F24,874850.0,873428.7,-1421.3,79.84
CHL - Peso Chileno (em USD),G24,875828.6,876097.1,268.5,15.08
CHL - Peso Chileno (em USD),H24,878545.2,878314.8,-230.4,12.94
CHL - Peso Chileno (em USD),J24,880751.4,880170.6,-580.8,32.62
CHL - Peso Chileno (em USD),K24,881955.3,880734.6,-1220.7,68.57
CIELO - Contrato Futuro de CIEL3,F24,4.58,4.57,-0.01,0.01
CIELO - Contrato Futuro de CIEL3,G24,4.61,4.61,0.0,0.0
CLP - Peso Chileno (em Reais),F24,5651.6,5612.7,-38.9,972.5
CLP - Peso Chileno (em Reais),G24,5668.4,5618.5,-49.9,1247.5
CLP - Peso Chileno (em Reais),H24,5664.9,5618.3,-46.6,1165.0
CLP - Peso Chileno (em Reais),J24,5669.3,5624.5,-44.8,1120.0
CLP - Peso Chileno (em Reais),K24,5680.8,5640.3,-40.5,1012.5
CMIGP - Contrato Futuro de CMIG4,F24,11.46,11.63,0.17,0.17
CMIGP - Contrato Futuro de CMIG4,G24,11.55,11.72,0.17,0.17
CNH - Iuan Chinês Offshore (em USD),F24,7129.023,7135.49,6.467,44.36
CNH - Iuan Chinês Offshore (em USD),G24,7112.058,7118.148,6.09,41.77
CNH - Iuan Chinês Offshore (em USD),H24,7099.713,7107.007,7.294,50.03
CNH - Iuan Chinês Offshore (em USD),J24,7086.033,7093.884,7.851,53.85
CNH - Iuan Chinês Offshore (em USD),K24,7069.728,7078.467,8.739,59.94
CNY - Iuan Chinês Onshore (em Reais),F24,6956.528,6881.843,-74.685,2613.97
CNY - Iuan Chinês Onshore (em Reais),G24,7008.752,6933.393,-75.359,2637.56
CNY - Iuan Chinês Onshore (em Reais),H24,7044.288,6968.033,-76.255,2668.92
CNY - Iuan Chinês Onshore (em Reais),J24,7086.879,7009.802,-77.077,2697.69
CNY - Iuan Chinês Onshore (em Reais),K24,7133.948,7056.25,-77.698,2719.43
COGNO - Contrato Futuro de COGNO,F24,3.51,3.53,0.02,0.02
COGNO - Contrato Futuro de COGNO,G24,3.54,3.56,0.02,0.02
CSNAO - Contrato Futuro de CSNA3,F24,18.19,18.69,0.5,0.5
CSNAO - Contrato Futuro de CSNA3,G24,18.32,18.82,0.5,0.5
DAP - Cupom de DI x IPCA,F24,99591.39,99588.01,-3.38,5.69
DAP - Cupom de DI x IPCA,G24,98959.64,98945.92,-13.72,23.1
DAP - Cupom de DI x IPCA,H24,98553.0,98545.95,-7.05,11.87
DAP - Cupom de DI x IPCA,J24,98010.93,98004.59,-6.34,10.67
DAP - Cupom de DI x IPCA,K24,97491.28,97487.42,-3.86,6.5
DAP - Cupom de DI x IPCA,M24,96899.81,96901.52,1.71,2.88
DAP - Cupom de DI x IPCA,Q24,95762.68,95794.38,31.7,53.38
DAP - Cupom de DI x IPCA,F25,94145.54,94143.99,-1.55,2.61
DAP - Cupom de DI x IPCA,K25,92702.72,92799.03,96.31,162.2
