Mercadoria,Vencimento,AjusteAnterior,AjusteAtual,Variacao,AjustePorContrato
AFS - Rande da África do Sul (em USD),V20,16891.1,16811.8,-79.3,252.84
AFS - Rande da África do Sul (em USD),X20,16947.4,16873.3,-74.1,236.26
AFS - Rande da África do Sul (em USD),Z20,17001.5,16921.9,-79.6,253.8
ARB - Peso Argentino (em Reais),V20,66.729,66.055,-0.674,101.1
ARB - Peso Argentino (em Reais),X20,62.266,60.992,-1.274,191.1
ARB - Peso Argentino (em Reais),Z20,58.305,57.54,-0.765,114.75
ARS - Peso Argentino (em USD),V20,80476.9,79981.5,-495.4,357.64
ARS - Peso Argentino (em USD),X20,86315.0,86688.0,373.0,269.28
ARS - Peso Argentino (em USD),Z20,92265.0,91965.8,-299.2,216.0
AUD - Dólar Australiano (em Reais),V20,3929.091,3843.792,-85.299,5117.94
AUD - Dólar Australiano (em Reais),X20,3932.634,3847.104,-85.53,5131.8
AUD - Dólar Australiano (em Reais),Z20,3936.49,3850.606,-85.884,5153.04
AUS - Dólar Australiano (em USD),V20,731.659,727.549,-4.11,216.9
AUS - Dólar Australiano (em USD),X20,731.72,727.615,-4.105,216.64
AUS - Dólar Australiano (em USD),Z20,731.762,727.662,-4.1,216.37
B3SAO - Contrato Futuro de B3SA3,U20,60.02,57.86,-2.16,2.16
B3SAO - Contrato Futuro de B3SA3,V20,60.1,57.94,-2.16,2.16
BGI - Boi gordo,U20,241.0,238.3,-2.7,891.0
BGI - Boi gordo,V20,242.25,237.4,-4.85,1600.5
BGI - Boi gordo,X20,244.7,240.0,-4.7,1551.0
BGI - Boi gordo,Z20,246.65,241.5,-5.15,1699.5
BGI - Boi gordo,F21,241.0,241.0,0.0,0.0
BGI - Boi gordo,G21,215.15,215.15,0.0,0.0
BGI - Boi gordo,H21,213.3,213.3,0.0,0.0
BGI - Boi gordo,J21,211.7,211.7,0.0,0.0
BGI - Boi gordo,K21,236.0,236.0,0.0,0.0
BGI - Boi gordo,M21,230.0,230.0,0.0,0.0
BGI - Boi gordo,V21,241.65,241.65,0.0,0.0
BRI - Futuro do Índice Brasil 50,V20,16656.0,16459.0,-197.0,1970.0
BRI - Futuro do Índice Brasil 50,Z20,16699.0,16501.0,-198.0,1980.0
CAD - Dólar Canadense (em Reais),V20,4108.709,4022.507,-86.202,5172.12
CAD - Dólar Canadense (em Reais),X20,4112.314,4025.885,-86.429,5185.74
CAD - Dólar Canadense (em Reais),Z20,4116.318,4029.525,-86.793,5207.58
CAN - Dólar Canadense (em USD),V20,1307.007,1313.411,6.404,262.87
CAN - Dólar Canadense (em USD),X20,1306.93,1313.321,6.391,262.34
CAN - Dólar Canadense (em USD),Z20,1306.864,1313.245,6.381,261.93
CCM - Milho,U20,57.5,55.71,-1.79,805.5
CCM - Milho,X20,56.55,54.84,-1.71,769.5
CCM - Milho,F21,57.04,55.24,-1.8,810.0
CCM - Milho,H21,56.0,55.1,-0.9,405.0
CCM - Milho,K21,52.72,51.87,-0.85,382.5
CCM - Milho,N21,46.95,46.95,0.0,0.0
CCM - Milho,U21,48.1,47.45,-0.65,292.5
CCM - Milho,X21,51.05,51.05,0.0,0.0
CCM - Milho,H22,49.5,49.5,0.0,0.0
CCROO - Contrato Futuro de CCRO3,U20,14.12,13.81,-0.31,0.31
CCROO - Contrato Futuro de CCRO3,V20,14.14,13.83,-0.31,0.31
CHF - Franco Suíço (em Reais),V20,5888.282,5816.585,-71.697,3584.85
CHF - Franco Suíço (em Reais),X20,5898.273,5826.846,-71.427,3571.35
CHF - Franco Suíço (em Reais),Z20,5908.906,5836.921,-71.985,3599.25
CHL - Peso Chileno (em USD),V20,771145.8,775578.3,4432.5,308.43
CHL - Peso Chileno (em USD),X20,770910.0,775210.0,4300.0,299.21
CHL - Peso Chileno (em USD),Z20,770520.0,775095.7,4575.7,318.4
CIELO - Contrato Futuro de CIEL3,U20,4.68,4.56,-0.12,0.12
CIELO - Contrato Futuro de CIEL3,V20,4.68,4.56,-0.12,0.12
CLP - Peso Chileno (em Reais),V20,6963.8,6812.0,-151.8,3795.0
CLP - Peso Chileno (em Reais),X20,6971.6,6820.5,-151.1,3777.5
CLP - Peso Chileno (em Reais),Z20,6981.6,6827.3,-154.3,3857.5
CMIGP - Contrato Futuro de CMIG4,U20,10.88,10.93,0.05,0.05
CMIGP - Contrato Futuro de CMIG4,V20,10.89,10.94,0.05,0.05
CNH - Iuan Chinês Offshore (em USD),V20,6848.998,6858.314,9.316,73.12
CNH - Iuan Chinês Offshore (em USD),X20,6861.426,6873.623,12.197,95.73
CNH - Iuan Chinês Offshore (em USD),Z20,6876.059,6886.282,10.223,80.24
CNY - Iuan Chinês Onshore (em Reais),V20,7841.777,7705.185,-136.592,4780.72
CNY - Iuan Chinês Onshore (em Reais),X20,7833.53,7693.834,-139.696,4889.36
CNY - Iuan Chinês Onshore (em Reais),Z20,7825.25,7686.07,-139.18,4871.3
COGNO - Contrato Futuro de COGNO,U20,5.93,5.8,-0.13,0.13
COGNO - Contrato Futuro de COGNO,V20,5.94,5.81,-0.13,0.13
DAP - Cupom de DI x IPCA,U20,100004.63,100009.18,4.55,6.08
DAP - Cupom de DI x IPCA,V20,100040.82,100050.13,9.31,12.45
DAP - Cupom de DI x IPCA,X20,100240.84,100256.73,15.89,21.26
DAP - Cupom de DI x IPCA,F21,100624.91,100658.08,33.17,44.38
DAP - Cupom de DI x IPCA,K21,100975.22,101050.01,74.79,100.06
DAP - Cupom de DI x IPCA,F22,100780.35,100933.04,152.69,204.29
DAP - Cupom de DI x IPCA,Q22,100113.53,100330.03,216.5,289.67
DAP - Cupom de DI x IPCA,K23,98801.59,99043.48,241.89,323.64
DAP - Cupom de DI x IPCA,Q24,94419.98,94794.76,374.78,501.44
DAP - Cupom de DI x IPCA,K25,91658.85,91963.12,304.27,407.1
DAP - Cupom de DI x IPCA,Q26,86713.35,87026.2,312.85,418.58
DAP - Cupom de DI x IPCA,Q28,79358.58,79676.1,317.52,424.83
DAP - Cupom de DI x IPCA,Q30,72627.97,72778.93,150.96,201.98
DAP - Cupom de DI x IPCA,K35,58245.52,58502.92,257.4,344.39
DAP - Cupom de DI x IPCA,Q40,44456.41,44720.36,263.95,353.15
DAP - Cupom de DI x IPCA,K45,33840.59,33927.33,86.74,116.05
DAP - Cupom de DI x IPCA,Q50,27577.2,27582.76,5.56,7.43
DAP - Cupom de DI x IPCA,K55,22555.96,22785.82,229.86,307.54
DCO - Cupom Cambial em OC1,V20,99783.42,98169.26,-1614.16,4337.32
DCO - Cupom Cambial em OC1,X20,99706.7,98089.29,-1617.41,4346.06
DCO - Cupom Cambial em OC1,Z20,99634.77,98016.38,-1618.39,4348.69
DCO - Cupom Cambial em OC1,F21,99531.32,97910.87,-1620.45,4354.23
DCO - Cupom Cambial em OC1,G21,99440.28,97821.68,-1618.6,4349.25
DCO - Cupom Cambial em OC1,H21,99358.31,97730.67,-1627.64,4373.55
DCO - Cupom Cambial em OC1,J21,99251.35,97626.38,-1624.97,4366.37
DCO - Cupom Cambial em OC1,K21,99158.76,97531.56,-1627.2,4372.36
DCO - Cupom Cambial em OC1,M21,99067.81,97445.78,-1622.03,4358.47
DCO - Cupom Cambial em OC1,N21,98972.8,97356.9,-1615.9,4342.0
DCO - Cupom Cambial em OC1,Q21,98853.47,97238.67,-1614.8,4339.04
DCO - Cupom Cambial em OC1,U21,98754.55,97129.41,-1625.14,4366.83
DCO - Cupom Cambial em OC1,V21,98652.97,97027.83,-1625.14,4366.83
DCO - Cupom Cambial em OC1,F22,98341.7,96714.77,-1626.93,4371.64
DCO - Cupom Cambial em OC1,J22,98040.88,96412.0,-1628.88,4376.88
DCO - Cupom Cambial em OC1,N22,97791.13,96107.96,-1683.17,4522.76
DCO - Cupom Cambial em OC1,V22,97444.72,95793.6,-1651.12,4436.64
DCO - Cupom Cambial em OC1,F23,97075.26,95442.56,-1632.7,4387.14
DCO - Cupom Cambial em OC1,J23,96786.15,95149.95,-1636.2,4396.55
DCO - Cupom Cambial em OC1,N23,96471.7,94832.51,-1639.19,4404.58
DCO - Cupom Cambial em OC1,V23,96153.59,94542.1,-1611.49,4330.15
DCO - Cupom Cambial em OC1,F24,95710.11,94100.68,-1609.43,4324.61
DCO - Cupom Cambial em OC1,J24,95381.63,93806.38,-1575.25,4232.77
DCO - Cupom Cambial em OC1,N24,95013.33,93410.06,-1603.27,4308.06
DCO - Cupom Cambial em OC1,V24,94636.33,93035.06,-1601.27,4302.69
DCO - Cupom Cambial em OC1,F25,94211.66,92575.57,-1636.09,4396.25
DCO - Cupom Cambial em OC1,J25,93832.84,92194.45,-1638.39,4402.43
DCO - Cupom Cambial em OC1,N25,93438.08,91800.08,-1638.0,4401.38
DCO - Cupom Cambial em OC1,F26,92576.76,90900.15,-1676.61,4505.13
DCO - Cupom Cambial em OC1,N26,91906.84,90223.49,-1683.35,4523.24
DCO - Cupom Cambial em OC1,F27,90683.7,89014.43,-1669.27,4485.41
DCO - Cupom Cambial em OC1,F28,88861.42,87195.84,-1665.58,4475.49
DCO - Cupom Cambial em OC1,F29,86839.79,85181.91,-1657.88,4454.8
DCO - Cupom Cambial em OC1,F30,85085.11,83443.11,-1642.0,4412.13
DCO - Cupom Cambial em OC1,F31,83244.07,81610.54,-1633.53,4389.37
DCO - Cupom Cambial em OC1,F33,79907.25,78305.01,-1602.24,4305.29
DCO - Cupom Cambial em OC1,F35,76284.8,74720.55,-1564.25,4203.21
DDI - Cupom cambial,V20,99783.42,98169.26,-1614.16,4337.32
DDI - Cupom cambial,X20,99706.7,98089.29,-1617.41,4346.06
DDI - Cupom cambial,Z20,99634.77,98016.38,-1618.39,4348.69
DDI - Cupom cambial,F21,99531.32,97910.87,-1620.45,4354.23
DDI - Cupom cambial,G21,99440.28,97821.68,-1618.6,4349.25
DDI - Cupom cambial,H21,99358.31,97730.67,-1627.64,4373.55
DDI - Cupom cambial,J21,99251.35,97626.38,-1624.97,4366.37
DDI - Cupom cambial,K21,99158.76,97531.56,-1627.2,4372.36
DDI - Cupom cambial,M21,99067.81,97445.78,-1622.03,4358.47
DDI - Cupom cambial,N21,98972.8,97356.9,-1615.9,4342.0
DDI - Cupom cambial,Q21,98853.47,97238.67,-1614.8,4339.04
DDI - Cupom cambial,U21,98754.55,97129.41,-1625.14,4366.83
DDI - Cupom cambial,V21,98652.97,97027.83,-1625.14,4366.83
DDI - Cupom cambial,F22,98341.7,96714.77,-1626.93,4371.64
DDI - Cupom cambial,J22,98040.88,96412.0,-1628.88,4376.88
DDI - Cupom cambial,N22,97791.13,96107.96,-1683.17,4522.76
DDI - Cupom cambial,V22,97444.72,95793.6,-1651.12,4436.64
DDI - Cupom cambial,F23,97075.26,95442.56,-1632.7,4387.14
DDI - Cupom cambial,J23,96786.15,95149.95,-1636.2,4396.55
DDI - Cupom cambial,N23,96471.7,94832.51,-1639.19,4404.58
DDI - Cupom cambial,V23,96153.59,94542.1,-1611.49,4330.15
DDI - Cupom cambial,F24,95710.11,94100.68,-1609.43,4324.61
DDI - Cupom cambial,J24,95381.63,93806.38,-1575.25,4232.77
DDI - Cupom cambial,N24,95013.33,93410.06,-1603.27,4308.06
DDI - Cupom cambial,V24,94636.33,93035.06,-1601.27,4302.69
DDI - Cupom cambial,F25,94211.66,92575.57,-1636.09,4396.25
DDI - Cupom cambial,J25,93832.84,92194.45,-1638.39,4402.43
DDI - Cupom cambial,N25,93438.08,91800.08,-1638.0,4401.38
DDI - Cupom cambial,F26,92576.76,90900.15,-1676.61,4505.13
DDI - Cupom cambial,N26,91906.84,90223.49,-1683.35,4523.24
DDI - Cupom cambial,F27,90683.7,89014.43,-1669.27,4485.41
DDI - Cupom cambial,F28,88861.42,87195.84,-1665.58,4475.49
DDI - Cupom cambial,F29,86839.79,85181.91,-1657.88,4454.8
DDI - Cupom cambial,F30,85085.11,83443.11,-1642.0,4412.13
DDI - Cupom cambial,F31,83244.07,81610.54,-1633.53,4389.37
DDI - Cupom cambial,F33,79907.25,78305.01,-1602.24,4305.29
DDI - Cupom cambial,F35,76284.8,74720.55,-1564.25,4203.21
DI1 - DI de 1 dia,V20,99857.79,99858.04,0.25,0.25
DI1 - DI de 1 dia,X20,99698.5,99699.2,0.7,0.7
DI1 - DI de 1 dia,Z20,99536.3,99541.7,5.4,5.4
DI1 - DI de 1 dia,F21,99362.12,99370.38,8.26,8.26
DI1 - DI de 1 dia,G21,99189.35,99205.61,16.26,16.26
DI1 - DI de 1 dia,H21,99023.77,99040.65,16.88,16.88
DI1 - DI de 1 dia,J21,98801.94,98819.36,17.42,17.42
DI1 - DI de 1 dia,K21,98607.4,98627.24,19.84,19.84
DI1 - DI de 1 dia,M21,98394.2,98413.08,18.88,18.88
DI1 - DI de 1 dia,N21,98157.78,98186.69,28.91,28.91
DI1 - DI de 1 dia,Q21,97927.64,97944.02,16.38,16.38
DI1 - DI de 1 dia,U21,97587.38,97589.66,2.28,2.28
DI1 - DI de 1 dia,V21,97315.3,97338.18,22.88,22.88
DI1 - DI de 1 dia,F22,96375.98,96429.03,53.05,53.05
DI1 - DI de 1 dia,J22,95264.84,95327.36,62.52,62.52
DI1 - DI de 1 dia,N22,94045.2,94133.3,88.1,88.1
DI1 - DI de 1 dia,V22,92632.6,92731.8,99.2,99.2
DI1 - DI de 1 dia,F23,91283.82,91393.03,109.21,109.21
DI1 - DI de 1 dia,J23,89746.1,89864.97,118.87,118.87
DI1 - DI de 1 dia,N23,88192.3,88319.95,127.65,127.65
DI1 - DI de 1 dia,V23,86472.1,86595.72,123.62,123.62
DI1 - DI de 1 dia,F24,84934.64,85051.93,117.29,117.29
DI1 - DI de 1 dia,J24,83358.03,83481.26,123.23,123.23
DI1 - DI de 1 dia,N24,81707.55,81836.52,128.97,128.97
DI1 - DI de 1 dia,V24,79962.9,80128.22,165.32,165.32
DI1 - DI de 1 dia,F25,78336.12,78539.77,203.65,203.65
DI1 - DI de 1 dia,J25,76822.87,77049.87,227.0,227.0
DI1 - DI de 1 dia,N25,75398.67,75649.9,251.23,251.23
DI1 - DI de 1 dia,F26,72033.32,72334.41,301.09,301.09
DI1 - DI de 1 dia,N26,69081.14,69376.21,295.07,295.07
DI1 - DI de 1 dia,F27,66054.86,66341.05,286.19,286.19
DI1 - DI de 1 dia,F28,60450.02,60772.17,322.15,322.15
DI1 - DI de 1 dia,F29,55519.91,55875.8,355.89,355.89
DI1 - DI de 1 dia,F30,51010.24,51374.97,364.73,364.73
DI1 - DI de 1 dia,F31,46781.68,47151.18,369.5,369.5
DI1 - DI de 1 dia,F33,39475.13,39845.87,370.74,370.74
DI1 - DI de 1 dia,F35,33357.98,33720.58,362.6,362.6
DOL - Dólar comercial,V20,5370.098,5283.213,-86.885,4344.25
DOL - Dólar comercial,X20,5374.542,5287.32,-87.222,4361.1
DOL - Dólar comercial,Z20,5379.416,5291.75,-87.666,4383.3
DOL - Dólar comercial,F21,5383.251,5295.167,-88.084,4404.2
DOL - Dólar comercial,G21,5387.695,5299.131,-88.564,4428.2
DOL - Dólar comercial,H21,5392.255,5303.019,-89.236,4461.8
DOL - Dólar comercial,J21,5398.544,5309.222,-89.322,4466.1
DOL - Dólar comercial,K21,5404.149,5314.397,-89.752,4487.6
DOL - Dólar comercial,M21,5410.891,5321.278,-89.613,4480.65
DOL - Dólar comercial,N21,5418.722,5328.683,-90.039,4501.95
DOL - Dólar comercial,Q21,5424.907,5335.398,-89.509,4475.45
DOL - Dólar comercial,U21,5438.376,5348.755,-89.621,4481.05
DOL - Dólar comercial,V21,5447.97,5356.965,-91.005,4550.25
DOL - Dólar comercial,F22,5483.712,5390.025,-93.687,4684.35
DOL - Dólar comercial,J22,5530.702,5435.247,-95.455,4772.75
DOL - Dólar comercial,N22,5588.157,5486.834,-101.323,5066.15
DOL - Dólar comercial,V22,5653.275,5551.541,-101.734,5086.7
DOL - Dólar comercial,F23,5715.056,5612.221,-102.835,5141.75
DOL - Dólar comercial,J23,5795.666,5690.152,-105.514,5275.7
DOL - Dólar comercial,N23,5878.615,5770.376,-108.239,5411.95
DOL - Dólar comercial,F24,6055.9,5945.855,-110.045,5502.25
DOL - Dólar comercial,N24,6249.252,6134.12,-115.132,5756.6
DOL - Dólar comercial,F25,6463.21,6334.502,-128.708,6435.4
ETH - Etanol Hidratado,U20,1925.0,1890.0,-35.0,1050.0
ETH - Etanol Hidratado,V20,1960.0,1930.0,-30.0,900.0
ETH - Etanol Hidratado,X20,2020.0,1992.5,-27.5,825.0
ETH - Etanol Hidratado,Z20,2030.0,2010.0,-20.0,600.0
ETH - Etanol Hidratado,F21,2050.0,2027.5,-22.5,675.0
ETH - Etanol Hidratado,G21,2075.0,2035.0,-40.0,1200.0
ETH - Etanol Hidratado,H21,2000.0,1987.5,-12.5,375.0
ETH - Etanol Hidratado,J21,1905.0,1905.0,0.0,0.0
ETH - Etanol Hidratado,K21,1820.0,1820.0,0.0,0.0
EUP - Euro (em USD),V20,1183.392,1186.43,3.038,160.33
