Mercadoria,Vencimento,AjusteAnterior,AjusteAtual,Variacao,AjustePorContrato
AUD - Dólar Australiano (em Reais),Q11,1676.036,1680.02,3.984,239.04
AUD - Dólar Australiano (em Reais),U11,1681.42,1685.902,4.482,268.92
B20 - Global 2020,V11,162.8437,162.1875,-0.6562,513.87
B40 - Global 2040,V11,133.8437,133.7812,-0.0625,48.94
BGI - Boi gordo,N11,99.9,99.44,-0.46,151.8
BGI - Boi gordo,Q11,101.62,101.1,-0.52,171.6
BGI - Boi gordo,U11,102.7,102.2,-0.5,165.0
BGI - Boi gordo,V11,105.15,104.73,-0.42,138.6
BGI - Boi gordo,X11,105.23,104.9,-0.33,108.9
BGI - Boi gordo,Z11,104.32,103.99,-0.33,108.9
CAD - Dólar Canadense (em Reais),Q11,1633.151,1632.675,-0.476,28.56
CAD - Dólar Canadense (em Reais),U11,1643.592,1643.575,-0.017,1.02
CCM - Milho,U11,28.78,28.29,-0.49,220.5
CCM - Milho,X11,29.6,29.24,-0.36,162.0
CCM - Milho,F12,30.0,29.7,-0.3,135.0
CCM - Milho,H12,27.0,27.0,0.0,0.0
CCM - Milho,K12,27.0,26.73,-0.27,121.5
DAP - Cupom de DI x IPCA,X11,97257.7,97278.63,20.93,14.44
DAP - Cupom de DI x IPCA,Q12,92935.87,92955.87,20.0,6.59
DAP - Cupom de DI x IPCA,K13,88587.66,88606.73,19.07,75.55
DAP - Cupom de DI x IPCA,Q14,81661.3,81678.88,17.58,62.25
DAP - Cupom de DI x IPCA,K15,78013.27,78030.06,16.79,22.13
DAP - Cupom de DI x IPCA,K17,69207.01,69221.91,14.9,83.31
DAP - Cupom de DI x IPCA,Q20,56750.17,56762.39,12.22,97.33
DDI - Cupom cambial,Q11,99951.51,100065.77,114.26,233.67
DDI - Cupom cambial,U11,99630.27,99744.16,113.89,256.12
DDI - Cupom cambial,V11,99316.19,99429.72,113.53,276.17
DDI - Cupom cambial,X11,99057.86,99171.09,113.23,300.98
DDI - Cupom cambial,F12,98492.15,98604.74,112.59,309.09
DDI - Cupom cambial,J12,97723.04,97834.75,111.71,323.39
DDI - Cupom cambial,N12,96875.73,96986.47,110.74,307.37
DDI - Cupom cambial,V12,96065.92,96175.73,109.81,328.02
DDI - Cupom cambial,F13,95234.87,95343.73,108.86,330.24
DDI - Cupom cambial,J13,94501.71,94609.74,108.03,365.35
DDI - Cupom cambial,N13,93759.57,93866.75,107.18,392.6
DDI - Cupom cambial,V13,92859.6,92965.75,106.15,330.01
DDI - Cupom cambial,F14,92015.48,92120.66,105.18,436.53
DDI - Cupom cambial,J14,91219.93,91324.2,104.27,450.23
DDI - Cupom cambial,N14,90282.27,90385.47,103.2,501.04
DDI - Cupom cambial,V14,89266.88,89368.92,102.04,453.68
DDI - Cupom cambial,F15,88249.79,88350.67,100.88,463.26
DDI - Cupom cambial,J15,87219.7,87319.4,99.7,426.49
DDI - Cupom cambial,N15,86246.92,86345.51,98.59,409.33
DDI - Cupom cambial,V15,85195.55,85292.94,97.39,486.36
DDI - Cupom cambial,F16,84076.69,84172.8,96.11,467.49
DDI - Cupom cambial,J16,83036.7,83131.62,94.92,548.8
DDI - Cupom cambial,N16,81965.0,82058.69,93.69,607.12
DDI - Cupom cambial,F17,79852.76,79944.04,91.28,537.25
DDI - Cupom cambial,F18,76076.11,76163.07,86.96,580.82
DDI - Cupom cambial,F19,72254.34,72336.93,82.59,555.87
DDI - Cupom cambial,F20,68408.85,68487.05,78.2,427.14
DDI - Cupom cambial,F21,65073.96,65148.35,74.39,389.89
DDI - Cupom cambial,F22,61867.77,61938.49,70.72,412.76
DDI - Cupom cambial,F25,51507.49,51566.37,58.88,358.33
DI1 - DI de 1 dia,Q11,99223.75,99178.61,-45.14,0.38
DI1 - DI de 1 dia,U11,98172.15,98127.49,-44.66,0.56
DI1 - DI de 1 dia,V11,97211.78,97167.56,-44.22,0.5
DI1 - DI de 1 dia,X11,96305.98,96262.17,-43.81,1.93
DI1 - DI de 1 dia,F12,94428.54,94385.59,-42.95,5.17
DI1 - DI de 1 dia,J12,91642.3,91600.61,-41.69,13.41
DI1 - DI de 1 dia,N12,88952.56,88912.1,-40.46,17.15
DI1 - DI de 1 dia,V12,86267.74,86228.5,-39.24,20.63
DI1 - DI de 1 dia,F13,83794.72,83756.6,-38.12,34.72
DI1 - DI de 1 dia,J13,81464.1,81427.04,-37.06,51.39
DI1 - DI de 1 dia,N13,79089.59,79053.61,-35.98,56.88
DI1 - DI de 1 dia,V13,76679.12,76644.24,-34.88,62.25
DI1 - DI de 1 dia,F14,74498.1,74464.21,-33.89,83.55
DI1 - DI de 1 dia,J14,72429.92,72396.97,-32.95,88.98
DI1 - DI de 1 dia,N14,70425.22,70393.18,-32.04,75.42
DI1 - DI de 1 dia,V14,68322.05,68290.97,-31.08,79.49
DI1 - DI de 1 dia,F15,66318.81,66288.64,-30.17,83.19
DI1 - DI de 1 dia,J15,64500.33,64470.99,-29.34,86.43
DI1 - DI de 1 dia,N15,62759.34,62730.79,-28.55,111.64
